# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.20000000 ps, Average over 5 waveforms. Timestamp: 2024-12-25T17:02:30
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-166.14750448	-0.00043601
-166.11417117	-0.00011915
-166.08083786	-0.00040656
-166.04750454	-0.00112017
-166.01417123	-0.00050186
-165.98083792	-0.00059192
-165.94750460	0.00015496
-165.91417129	-0.00064140
-165.88083798	-0.00060656
-165.84750467	-0.00072436
-165.81417135	-0.00016039
-165.78083804	0.00002625
-165.74750473	-0.00047507
-165.71417141	-0.00080257
-165.68083810	0.00027785
-165.64750479	-0.00022615
-165.61417148	-0.00038184
-165.58083816	-0.00005146
-165.54750485	0.00128110
-165.51417154	0.00030399
-165.48083822	0.00078862
-165.44750491	0.00102679
-165.41417160	0.00097112
-165.38083829	0.00016719
-165.34750497	0.00092381
-165.31417166	0.00073399
-165.28083835	-0.00008491
-165.24750503	-0.00050509
-165.21417172	0.00033204
-165.18083841	0.00084773
-165.14750510	0.00198863
-165.11417178	-0.00013586
-165.08083847	0.00045161
-165.04750516	-0.00043932
-165.01417184	0.00091135
-164.98083853	0.00011542
-164.94750522	0.00048037
-164.91417191	0.00097171
-164.88083859	0.00080254
-164.84750528	0.00146166
-164.81417197	0.00005393
-164.78083865	0.00011568
-164.74750534	0.00001223
-164.71417203	0.00159320
-164.68083872	0.00099959
-164.64750540	0.00034858
-164.61417209	0.00027028
-164.58083878	0.00038009
-164.54750546	0.00004486
-164.51417215	0.00045532
-164.48083884	0.00126072
-164.44750553	0.00121197
-164.41417221	0.00005633
-164.38083890	0.00037419
-164.34750559	0.00055407
-164.31417227	0.00188826
-164.28083896	0.00031707
-164.24750565	0.00133263
-164.21417234	0.00072823
-164.18083902	0.00059337
-164.14750571	0.00043773
-164.11417240	0.00075973
-164.08083908	-0.00011709
-164.04750577	0.00046321
-164.01417246	0.00036217
-163.98083915	0.00087461
-163.94750583	0.00084845
-163.91417252	0.00079882
-163.88083921	0.00010513
-163.84750589	-0.00030115
-163.81417258	-0.00094475
-163.78083927	0.00038633
-163.74750596	0.00027198
-163.71417264	0.00055611
-163.68083933	0.00061594
-163.64750602	0.00049908
-163.61417270	0.00103320
-163.58083939	0.00204530
-163.54750608	0.00075462
-163.51417277	0.00118011
-163.48083945	0.00078150
-163.44750614	0.00025588
-163.41417283	0.00009043
-163.38083951	0.00211362
-163.34750620	0.00159318
-163.31417289	0.00055259
-163.28083958	0.00111775
-163.24750626	0.00020838
-163.21417295	0.00081083
-163.18083964	0.00035399
-163.14750632	0.00140073
-163.11417301	0.00134915
-163.08083970	0.00207259
-163.04750639	0.00164011
-163.01417307	0.00027170
-162.98083976	0.00205411
-162.94750645	0.00126170
-162.91417313	0.00122143
-162.88083982	0.00073082
-162.84750651	-0.00019159
-162.81417320	0.00065116
-162.78083988	0.00091760
-162.74750657	0.00058111
-162.71417326	0.00002564
-162.68083994	0.00115392
-162.64750663	0.00163493
-162.61417332	0.00205072
-162.58084001	0.00189659
-162.54750669	0.00148604
-162.51417338	0.00101886
-162.48084007	0.00131050
-162.44750675	0.00115826
-162.41417344	0.00117208
-162.38084013	0.00089194
-162.34750682	0.00263158
-162.31417350	0.00219958
-162.28084019	0.00073678
-162.24750688	0.00086260
-162.21417356	0.00125676
-162.18084025	0.00108569
-162.14750694	0.00062874
-162.11417363	0.00073217
-162.08084031	0.00080846
-162.04750700	0.00017976
-162.01417369	0.00140997
-161.98084037	0.00057410
-161.94750706	0.00153360
-161.91417375	0.00046326
-161.88084044	0.00131620
-161.84750712	0.00159708
-161.81417381	0.00160489
-161.78084050	0.00045897
-161.74750718	0.00093780
-161.71417387	0.00187178
-161.68084056	0.00105790
-161.64750725	0.00127093
-161.61417393	0.00079533
-161.58084062	0.00113362
-161.54750731	0.00155530
-161.51417399	-0.00002742
-161.48084068	0.00016545
-161.44750737	0.00006166
-161.41417406	0.00105526
-161.38084074	0.00039214
-161.34750743	0.00191205
-161.31417412	0.00043983
-161.28084080	-0.00047273
-161.24750749	0.00064712
-161.21417418	0.00104573
-161.18084087	0.00053667
-161.14750755	0.00067220
-161.11417424	0.00068775
-161.08084093	0.00156615
-161.04750761	0.00110878
-161.01417430	0.00010026
-160.98084099	-0.00001809
-160.94750768	0.00044268
-160.91417436	0.00203364
-160.88084105	0.00128822
-160.84750774	0.00049136
-160.81417442	0.00052280
-160.78084111	0.00043918
-160.74750780	0.00091291
-160.71417449	0.00120440
-160.68084117	0.00058101
-160.64750786	0.00086048
-160.61417455	0.00067101
-160.58084123	0.00093536
-160.54750792	0.00139696
-160.51417461	0.00091522
-160.48084129	0.00115710
-160.44750798	0.00079551
-160.41417467	0.00160380
-160.38084136	0.00087262
-160.34750804	0.00125900
-160.31417473	0.00065723
-160.28084142	0.00070251
-160.24750810	0.00084215
-160.21417479	-0.00020324
-160.18084148	0.00063574
-160.14750817	0.00059881
-160.11417485	0.00137664
-160.08084154	0.00165757
-160.04750823	0.00081466
-160.01417491	0.00057068
-159.98084160	0.00063505
-159.94750829	0.00081726
-159.91417498	0.00077125
-159.88084166	0.00013750
-159.84750835	0.00027645
-159.81417504	0.00014299
-159.78084172	0.00017381
-159.74750841	0.00090777
-159.71417510	-0.00031792
-159.68084179	-0.00002659
-159.64750847	-0.00005603
-159.61417516	-0.00054219
-159.58084185	0.00099220
-159.54750853	0.00082907
-159.51417522	-0.00017115
-159.48084191	0.00033842
-159.44750860	-0.00067579
-159.41417528	0.00062151
-159.38084197	0.00005543
-159.34750866	-0.00011555
-159.31417534	-0.00090921
-159.28084203	-0.00165553
-159.24750872	-0.00018799
-159.21417541	-0.00039384
-159.18084209	-0.00022234
-159.14750878	-0.00086342
-159.11417547	0.00012638
-159.08084215	-0.00104648
-159.04750884	-0.00008458
-159.01417553	-0.00002823
-158.98084222	0.00048072
-158.94750890	-0.00053087
-158.91417559	-0.00049854
-158.88084228	-0.00004226
-158.84750896	-0.00007014
-158.81417565	-0.00106890
-158.78084234	-0.00089919
-158.74750903	-0.00117227
-158.71417571	-0.00057946
-158.68084240	-0.00036113
-158.64750909	-0.00013161
-158.61417577	-0.00123596
-158.58084246	0.00007652
-158.54750915	0.00098323
-158.51417584	-0.00053389
-158.48084252	-0.00180409
-158.44750921	-0.00065971
-158.41417590	-0.00071393
-158.38084258	-0.00079845
-158.34750927	-0.00064402
-158.31417596	-0.00066158
-158.28084265	-0.00027055
-158.24750933	-0.00058236
-158.21417602	-0.00107580
-158.18084271	-0.00005556
-158.14750939	-0.00060247
-158.11417608	-0.00003639
-158.08084277	-0.00074935
-158.04750946	-0.00081744
-158.01417614	-0.00103956
-157.98084283	-0.00084740
-157.94750952	-0.00036678
-157.91417620	-0.00148050
-157.88084289	-0.00108861
-157.84750958	-0.00259561
-157.81417627	-0.00200899
-157.78084295	-0.00103891
-157.74750964	-0.00120757
-157.71417633	-0.00112675
-157.68084301	-0.00118605
-157.64750970	-0.00098477
