# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.20000000 ps, Average over 5 waveforms. Timestamp: 2024-12-25T16:41:41
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-166.14750448	0.00041069
-166.11417117	-0.00011815
-166.08083786	-0.00077768
-166.04750454	-0.00050743
-166.01417123	-0.00030142
-165.98083792	0.00030244
-165.94750460	-0.00017150
-165.91417129	-0.00014086
-165.88083798	-0.00081488
-165.84750467	-0.00042504
-165.81417135	-0.00062227
-165.78083804	0.00017935
-165.74750473	-0.00054533
-165.71417141	0.00028494
-165.68083810	0.00025393
-165.64750479	-0.00023240
-165.61417148	-0.00043847
-165.58083816	-0.00013416
-165.54750485	0.00046363
-165.51417154	-0.00043566
-165.48083822	0.00065361
-165.44750491	-0.00008883
-165.41417160	0.00010149
-165.38083829	0.00111015
-165.34750497	0.00044595
-165.31417166	0.00025547
-165.28083835	0.00024546
-165.24750503	0.00016743
-165.21417172	0.00037535
-165.18083841	0.00050419
-165.14750510	0.00119391
-165.11417178	-0.00026965
-165.08083847	0.00063011
-165.04750516	0.00158534
-165.01417184	0.00034628
-164.98083853	0.00076930
-164.94750522	-0.00048502
-164.91417191	0.00094750
-164.88083859	0.00209871
-164.84750528	0.00127151
-164.81417197	0.00072195
-164.78083865	0.00060087
-164.74750534	0.00068323
-164.71417203	0.00189668
-164.68083872	0.00095831
-164.64750540	0.00102611
-164.61417209	0.00193486
-164.58083878	0.00120603
-164.54750546	0.00122424
-164.51417215	0.00011312
-164.48083884	0.00137574
-164.44750553	0.00157493
-164.41417221	0.00051712
-164.38083890	0.00072816
-164.34750559	0.00169260
-164.31417227	0.00004103
-164.28083896	0.00181290
-164.24750565	-0.00054431
-164.21417234	0.00179485
-164.18083902	0.00077262
-164.14750571	0.00216534
-164.11417240	0.00225194
-164.08083908	0.00162492
-164.04750577	0.00144220
-164.01417246	0.00236563
-163.98083915	0.00115780
-163.94750583	0.00033877
-163.91417252	-0.00022136
-163.88083921	0.00133001
-163.84750589	0.00113081
-163.81417258	0.00145707
-163.78083927	0.00182240
-163.74750596	0.00212306
-163.71417264	0.00201525
-163.68083933	0.00149755
-163.64750602	0.00280091
-163.61417270	0.00193863
-163.58083939	0.00194269
-163.54750608	0.00194532
-163.51417277	0.00154922
-163.48083945	0.00110425
-163.44750614	0.00209456
-163.41417283	0.00125334
-163.38083951	0.00056286
-163.34750620	0.00153723
-163.31417289	0.00200565
-163.28083958	0.00150329
-163.24750626	0.00126223
-163.21417295	0.00171933
-163.18083964	0.00124562
-163.14750632	0.00184001
-163.11417301	0.00195300
-163.08083970	0.00191977
-163.04750639	0.00156075
-163.01417307	0.00150447
-162.98083976	0.00202822
-162.94750645	0.00249655
-162.91417313	0.00259069
-162.88083982	0.00183933
-162.84750651	0.00242165
-162.81417320	0.00194836
-162.78083988	0.00194736
-162.74750657	0.00230488
-162.71417326	0.00267337
-162.68083994	0.00124678
-162.64750663	0.00210088
-162.61417332	0.00310328
-162.58084001	0.00343452
-162.54750669	0.00210240
-162.51417338	0.00154592
-162.48084007	0.00226452
-162.44750675	0.00218948
-162.41417344	0.00268955
-162.38084013	0.00342633
-162.34750682	0.00234099
-162.31417350	0.00204241
-162.28084019	0.00231155
-162.24750688	0.00226456
-162.21417356	0.00064573
-162.18084025	0.00253955
-162.14750694	0.00186947
-162.11417363	0.00113502
-162.08084031	0.00264841
-162.04750700	0.00269793
-162.01417369	0.00232559
-161.98084037	0.00256294
-161.94750706	0.00225980
-161.91417375	0.00206915
-161.88084044	0.00237082
-161.84750712	0.00300837
-161.81417381	0.00223558
-161.78084050	0.00201933
-161.74750718	0.00222825
-161.71417387	0.00275356
-161.68084056	0.00268939
-161.64750725	0.00203667
-161.61417393	0.00160644
-161.58084062	0.00241522
-161.54750731	0.00221568
-161.51417399	0.00133761
-161.48084068	0.00263333
-161.44750737	0.00185745
-161.41417406	0.00155950
-161.38084074	0.00235129
-161.34750743	0.00214290
-161.31417412	0.00153027
-161.28084080	0.00220281
-161.24750749	0.00101995
-161.21417418	0.00185949
-161.18084087	0.00150257
-161.14750755	0.00181904
-161.11417424	0.00176295
-161.08084093	0.00251148
-161.04750761	0.00128476
-161.01417430	0.00172991
-160.98084099	0.00179261
-160.94750768	0.00176928
-160.91417436	0.00164205
-160.88084105	0.00119096
-160.84750774	0.00162185
-160.81417442	0.00178442
-160.78084111	0.00168428
-160.74750780	0.00080270
-160.71417449	0.00048635
-160.68084117	0.00065423
-160.64750786	0.00157716
-160.61417455	0.00190432
-160.58084123	0.00104723
-160.54750792	0.00132645
-160.51417461	0.00212124
-160.48084129	0.00126036
-160.44750798	0.00167188
-160.41417467	0.00146978
-160.38084136	0.00145249
-160.34750804	0.00136114
-160.31417473	0.00154005
-160.28084142	0.00171279
-160.24750810	0.00190806
-160.21417479	0.00127652
-160.18084148	0.00034302
-160.14750817	0.00135220
-160.11417485	0.00177040
-160.08084154	0.00151925
-160.04750823	0.00166897
-160.01417491	0.00196181
-159.98084160	0.00219569
-159.94750829	0.00121862
-159.91417498	0.00084820
-159.88084166	0.00077510
-159.84750835	0.00089853
-159.81417504	0.00002470
-159.78084172	0.00008102
-159.74750841	0.00076040
-159.71417510	0.00093678
-159.68084179	0.00081731
-159.64750847	0.00036730
-159.61417516	0.00072695
-159.58084185	0.00094296
-159.54750853	0.00065402
-159.51417522	0.00174661
-159.48084191	0.00066991
-159.44750860	0.00132585
-159.41417528	0.00065145
-159.38084197	0.00052142
-159.34750866	0.00024872
-159.31417534	-0.00019245
-159.28084203	0.00065245
-159.24750872	-0.00014115
-159.21417541	0.00071729
-159.18084209	0.00048555
-159.14750878	0.00114333
-159.11417547	0.00091458
-159.08084215	0.00043082
-159.04750884	0.00086324
-159.01417553	0.00059327
-158.98084222	0.00159675
-158.94750890	0.00135702
-158.91417559	0.00004131
-158.88084228	0.00043908
-158.84750896	-0.00033426
