# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.20000000 ps, Average over 5 waveforms. Timestamp: 2024-12-25T16:55:03
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-166.14750448	-0.00075886
-166.11417117	-0.00022930
-166.08083786	-0.00016921
-166.04750454	0.00044249
-166.01417123	-0.00034682
-165.98083792	-0.00042816
-165.94750460	-0.00050750
-165.91417129	-0.00011451
-165.88083798	0.00089033
-165.84750467	0.00063568
-165.81417135	-0.00098218
-165.78083804	-0.00029472
-165.74750473	0.00075270
-165.71417141	-0.00069545
-165.68083810	0.00093367
-165.64750479	0.00007594
-165.61417148	0.00015648
-165.58083816	-0.00012458
-165.54750485	-0.00006576
-165.51417154	-0.00028515
-165.48083822	-0.00090355
-165.44750491	-0.00060478
-165.41417160	-0.00043696
-165.38083829	0.00006379
-165.34750497	0.00016637
-165.31417166	0.00055827
-165.28083835	0.00096931
-165.24750503	-0.00007055
-165.21417172	0.00078187
-165.18083841	0.00059113
-165.14750510	0.00075315
-165.11417178	0.00035790
-165.08083847	0.00005784
-165.04750516	0.00184947
-165.01417184	-0.00010309
-164.98083853	0.00048239
-164.94750522	-0.00071681
-164.91417191	0.00140050
-164.88083859	0.00227185
-164.84750528	0.00157879
-164.81417197	0.00035198
-164.78083865	0.00116902
-164.74750534	0.00164353
-164.71417203	0.00063474
-164.68083872	0.00214000
-164.64750540	0.00058083
-164.61417209	0.00028075
-164.58083878	0.00052933
-164.54750546	0.00110618
-164.51417215	0.00053383
-164.48083884	-0.00009933
-164.44750553	-0.00037241
-164.41417221	0.00124823
-164.38083890	0.00150337
-164.34750559	0.00056983
-164.31417227	0.00224190
-164.28083896	0.00013255
-164.24750565	0.00097901
-164.21417234	0.00074657
-164.18083902	0.00082026
-164.14750571	-0.00023075
-164.11417240	-0.00006870
-164.08083908	0.00115607
-164.04750577	0.00096249
-164.01417246	0.00052260
-163.98083915	0.00011049
-163.94750583	0.00004505
-163.91417252	-0.00047103
-163.88083921	0.00062707
-163.84750589	-0.00021315
-163.81417258	0.00118672
-163.78083927	0.00176774
-163.74750596	0.00083750
-163.71417264	0.00121983
-163.68083933	0.00064048
-163.64750602	0.00062866
-163.61417270	0.00155071
-163.58083939	0.00118712
-163.54750608	0.00122932
-163.51417277	0.00040386
-163.48083945	0.00189199
-163.44750614	0.00132529
-163.41417283	0.00124200
-163.38083951	0.00237668
-163.34750620	0.00166850
-163.31417289	0.00164183
-163.28083958	0.00244682
-163.24750626	0.00180187
-163.21417295	0.00160596
-163.18083964	0.00118535
-163.14750632	0.00122934
-163.11417301	0.00124641
-163.08083970	0.00131783
-163.04750639	0.00196968
-163.01417307	0.00017907
-162.98083976	0.00232809
-162.94750645	0.00178853
-162.91417313	0.00237168
-162.88083982	0.00157989
-162.84750651	0.00167877
-162.81417320	0.00082749
-162.78083988	0.00104167
-162.74750657	0.00136165
-162.71417326	0.00271603
-162.68083994	0.00209049
-162.64750663	0.00041303
-162.61417332	0.00164796
-162.58084001	0.00150255
-162.54750669	0.00249324
-162.51417338	0.00235629
-162.48084007	0.00240368
-162.44750675	0.00185954
-162.41417344	0.00183819
-162.38084013	0.00286415
-162.34750682	0.00142666
-162.31417350	0.00255242
-162.28084019	0.00185452
-162.24750688	0.00078450
-162.21417356	0.00152983
