# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.20000000 ps, Average over 5 waveforms. Timestamp: 2024-12-25T16:30:38
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-166.14750448	0.00010774
-166.11417117	-0.00008881
-166.08083786	-0.00121781
-166.04750454	0.00002549
-166.01417123	0.00078215
-165.98083792	0.00012967
-165.94750460	-0.00064600
-165.91417129	0.00032629
-165.88083798	-0.00045655
-165.84750467	-0.00073572
-165.81417135	-0.00022197
-165.78083804	-0.00003416
-165.74750473	0.00018859
-165.71417141	0.00084050
-165.68083810	-0.00076747
-165.64750479	-0.00073097
-165.61417148	-0.00084899
-165.58083816	-0.00055624
-165.54750485	-0.00031014
-165.51417154	-0.00110682
-165.48083822	0.00050681
-165.44750491	0.00001466
-165.41417160	0.00009291
-165.38083829	0.00021489
-165.34750497	0.00062063
-165.31417166	0.00087555
-165.28083835	0.00073570
-165.24750503	0.00089558
-165.21417172	0.00085294
-165.18083841	0.00051156
-165.14750510	0.00059297
-165.11417178	0.00104171
-165.08083847	0.00058391
-165.04750516	0.00139634
-165.01417184	0.00079345
-164.98083853	0.00046392
-164.94750522	0.00076789
-164.91417191	0.00139194
-164.88083859	0.00088786
-164.84750528	0.00136506
-164.81417197	0.00129219
-164.78083865	0.00153700
-164.74750534	0.00167652
-164.71417203	0.00132483
-164.68083872	0.00132697
-164.64750540	0.00160198
-164.61417209	0.00163177
-164.58083878	0.00156181
-164.54750546	0.00195628
-164.51417215	0.00101756
-164.48083884	0.00200278
-164.44750553	0.00185350
-164.41417221	0.00125210
-164.38083890	0.00083915
-164.34750559	0.00219072
-164.31417227	0.00139394
-164.28083896	0.00147476
-164.24750565	0.00048380
-164.21417234	0.00229607
-164.18083902	0.00070971
-164.14750571	0.00086505
-164.11417240	0.00015380
-164.08083908	0.00018415
-164.04750577	0.00188866
-164.01417246	0.00135974
-163.98083915	0.00110141
-163.94750583	0.00174087
-163.91417252	-0.00001538
-163.88083921	0.00051579
-163.84750589	0.00090619
-163.81417258	0.00203645
-163.78083927	0.00098197
-163.74750596	0.00139437
-163.71417264	0.00140026
-163.68083933	0.00066308
-163.64750602	0.00007167
-163.61417270	0.00180648
-163.58083939	0.00052010
-163.54750608	0.00156463
-163.51417277	0.00133207
-163.48083945	0.00095375
-163.44750614	0.00136790
-163.41417283	0.00227374
-163.38083951	0.00086613
-163.34750620	0.00191851
-163.31417289	0.00210769
-163.28083958	0.00117068
-163.24750626	0.00200193
-163.21417295	0.00192413
-163.18083964	0.00364545
-163.14750632	0.00267113
-163.11417301	0.00256739
-163.08083970	0.00253240
-163.04750639	0.00112413
-163.01417307	0.00227434
-162.98083976	0.00059049
-162.94750645	0.00161461
-162.91417313	0.00198975
-162.88083982	0.00222374
-162.84750651	0.00247200
-162.81417320	0.00186895
-162.78083988	0.00154740
-162.74750657	0.00229266
-162.71417326	0.00220879
-162.68083994	0.00229953
-162.64750663	0.00262569
-162.61417332	0.00251025
-162.58084001	0.00161322
-162.54750669	0.00318399
-162.51417338	0.00382397
-162.48084007	0.00200436
-162.44750675	0.00160109
-162.41417344	0.00220242
-162.38084013	0.00256418
-162.34750682	0.00286496
-162.31417350	0.00243733
-162.28084019	0.00269539
-162.24750688	0.00239867
-162.21417356	0.00224172
-162.18084025	0.00223080
-162.14750694	0.00333311
-162.11417363	0.00280591
-162.08084031	0.00202431
-162.04750700	0.00338244
-162.01417369	0.00218606
-161.98084037	0.00190085
-161.94750706	0.00191628
-161.91417375	0.00150323
-161.88084044	0.00208809
-161.84750712	0.00127626
-161.81417381	0.00177258
-161.78084050	0.00347837
-161.74750718	0.00212026
-161.71417387	0.00202531
-161.68084056	0.00233997
-161.64750725	0.00274464
-161.61417393	0.00167356
-161.58084062	0.00216619
-161.54750731	0.00177544
-161.51417399	0.00128995
-161.48084068	0.00309729
-161.44750737	0.00063885
-161.41417406	0.00290717
-161.38084074	0.00191683
-161.34750743	0.00198701
-161.31417412	0.00257981
-161.28084080	0.00151064
-161.24750749	0.00209698
-161.21417418	0.00198247
-161.18084087	0.00085764
-161.14750755	0.00084362
-161.11417424	0.00167955
-161.08084093	0.00143187
-161.04750761	0.00234319
-161.01417430	0.00162713
-160.98084099	0.00271264
-160.94750768	0.00291131
-160.91417436	0.00132158
-160.88084105	0.00201461
-160.84750774	0.00191078
-160.81417442	0.00205754
-160.78084111	0.00092219
-160.74750780	0.00103261
-160.71417449	0.00181228
-160.68084117	0.00145666
-160.64750786	0.00337995
-160.61417455	0.00072203
-160.58084123	0.00201631
-160.54750792	0.00140110
-160.51417461	0.00175453
-160.48084129	0.00285336
-160.44750798	0.00069413
-160.41417467	0.00183034
-160.38084136	0.00229091
-160.34750804	0.00022483
-160.31417473	0.00078336
-160.28084142	0.00047410
-160.24750810	0.00074043
-160.21417479	0.00102742
-160.18084148	0.00085920
-160.14750817	0.00146207
-160.11417485	0.00208046
-160.08084154	0.00118610
-160.04750823	0.00018386
-160.01417491	0.00125796
-159.98084160	0.00112009
-159.94750829	0.00072025
-159.91417498	0.00056678
-159.88084166	0.00145417
-159.84750835	0.00023635
-159.81417504	0.00022843
-159.78084172	0.00040030
-159.74750841	0.00065714
-159.71417510	0.00021950
-159.68084179	0.00066693
-159.64750847	0.00126742
-159.61417516	0.00074924
-159.58084185	0.00156724
-159.54750853	0.00091467
-159.51417522	0.00072903
