# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.20000000 ps, Average over 5 waveforms. Timestamp: 2024-12-25T17:08:45
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-166.14750448	-0.00034056
-166.11417117	-0.00078252
-166.08083786	-0.00030205
-166.04750454	-0.00035591
-166.01417123	-0.00056195
-165.98083792	-0.00125865
-165.94750460	0.00012485
-165.91417129	-0.00050044
-165.88083798	0.00046748
-165.84750467	-0.00065355
-165.81417135	0.00033636
-165.78083804	0.00026673
-165.74750473	-0.00014933
-165.71417141	-0.00011837
-165.68083810	-0.00042424
-165.64750479	0.00028119
-165.61417148	0.00022870
-165.58083816	-0.00060622
-165.54750485	0.00059534
-165.51417154	-0.00023463
-165.48083822	-0.00033550
-165.44750491	-0.00028575
-165.41417160	0.00050777
-165.38083829	0.00026339
-165.34750497	0.00089563
-165.31417166	0.00069232
-165.28083835	0.00090206
-165.24750503	0.00099665
-165.21417172	0.00024954
-165.18083841	0.00010163
-165.14750510	0.00102642
-165.11417178	0.00012991
-165.08083847	0.00000729
-165.04750516	0.00028977
-165.01417184	0.00049599
-164.98083853	0.00085615
-164.94750522	-0.00030214
-164.91417191	0.00128454
-164.88083859	-0.00012687
-164.84750528	-0.00062317
-164.81417197	0.00073513
-164.78083865	0.00065151
-164.74750534	0.00161282
-164.71417203	0.00073616
-164.68083872	0.00138601
-164.64750540	0.00152345
-164.61417209	0.00107825
-164.58083878	0.00025465
-164.54750546	0.00039180
-164.51417215	-0.00021912
-164.48083884	0.00192558
-164.44750553	0.00073693
-164.41417221	0.00035251
-164.38083890	0.00010307
-164.34750559	0.00136563
-164.31417227	0.00053686
-164.28083896	0.00105983
-164.24750565	0.00015441
-164.21417234	0.00109345
-164.18083902	-0.00036244
-164.14750571	0.00077169
-164.11417240	0.00041517
-164.08083908	0.00054761
-164.04750577	0.00049365
-164.01417246	0.00100515
-163.98083915	0.00142616
-163.94750583	0.00073418
-163.91417252	0.00099589
-163.88083921	0.00116904
-163.84750589	0.00063551
-163.81417258	0.00043172
-163.78083927	0.00056161
-163.74750596	-0.00025256
-163.71417264	0.00046353
-163.68083933	0.00050848
-163.64750602	0.00128384
-163.61417270	0.00106211
-163.58083939	0.00069575
-163.54750608	0.00088123
-163.51417277	0.00140948
-163.48083945	0.00124521
-163.44750614	0.00163806
-163.41417283	0.00142045
-163.38083951	0.00157699
-163.34750620	0.00044516
-163.31417289	0.00210729
-163.28083958	0.00181257
-163.24750626	0.00052590
-163.21417295	0.00105356
-163.18083964	0.00214616
-163.14750632	0.00156863
-163.11417301	0.00189409
-163.08083970	0.00193169
-163.04750639	0.00240452
-163.01417307	0.00190012
-162.98083976	0.00143185
-162.94750645	0.00250372
-162.91417313	0.00198577
-162.88083982	0.00235564
-162.84750651	0.00154021
-162.81417320	0.00168312
-162.78083988	0.00141665
-162.74750657	0.00272464
-162.71417326	0.00165894
-162.68083994	0.00178237
-162.64750663	0.00159680
-162.61417332	0.00245141
-162.58084001	0.00199709
-162.54750669	0.00141641
-162.51417338	0.00047614
-162.48084007	0.00202119
-162.44750675	0.00134008
-162.41417344	0.00164517
-162.38084013	0.00098099
-162.34750682	0.00163629
-162.31417350	0.00108720
-162.28084019	0.00108009
-162.24750688	0.00166334
-162.21417356	0.00157009
-162.18084025	0.00102468
-162.14750694	0.00114430
-162.11417363	0.00115483
-162.08084031	0.00122422
-162.04750700	0.00165137
-162.01417369	0.00188467
-161.98084037	0.00143412
-161.94750706	0.00146688
-161.91417375	0.00025408
-161.88084044	-0.00005015
-161.84750712	0.00187283
-161.81417381	0.00144134
-161.78084050	0.00055783
-161.74750718	0.00143207
-161.71417387	0.00121574
-161.68084056	0.00170916
-161.64750725	0.00210630
-161.61417393	0.00191868
-161.58084062	0.00132369
-161.54750731	0.00092010
-161.51417399	0.00122315
-161.48084068	0.00160418
-161.44750737	0.00120858
-161.41417406	0.00142172
-161.38084074	0.00138366
-161.34750743	0.00065408
-161.31417412	0.00166395
-161.28084080	0.00129072
-161.24750749	0.00108782
-161.21417418	0.00255719
-161.18084087	0.00186702
-161.14750755	0.00126249
-161.11417424	0.00139358
-161.08084093	0.00178122
-161.04750761	0.00081948
-161.01417430	0.00095933
-160.98084099	0.00153552
-160.94750768	0.00093262
-160.91417436	0.00100735
-160.88084105	0.00072586
-160.84750774	0.00037347
-160.81417442	0.00022594
-160.78084111	0.00062260
-160.74750780	0.00033047
-160.71417449	0.00106011
-160.68084117	0.00163051
-160.64750786	0.00159465
-160.61417455	0.00083613
-160.58084123	0.00133271
-160.54750792	0.00079654
-160.51417461	0.00003070
-160.48084129	-0.00062398
-160.44750798	0.00070682
-160.41417467	0.00126367
-160.38084136	0.00115468
-160.34750804	0.00035231
-160.31417473	0.00089334
-160.28084142	0.00146797
-160.24750810	0.00104279
-160.21417479	0.00045191
-160.18084148	0.00050491
-160.14750817	0.00154925
-160.11417485	0.00082333
-160.08084154	0.00142681
-160.04750823	0.00072792
-160.01417491	0.00084922
-159.98084160	0.00207211
-159.94750829	0.00092172
-159.91417498	0.00170489
-159.88084166	0.00193935
-159.84750835	0.00071165
-159.81417504	0.00099085
-159.78084172	0.00090942
-159.74750841	0.00162449
-159.71417510	0.00126695
-159.68084179	0.00042106
-159.64750847	0.00119262
-159.61417516	0.00085263
-159.58084185	0.00135521
-159.54750853	0.00174723
-159.51417522	0.00136491
-159.48084191	0.00057412
-159.44750860	0.00021723
-159.41417528	0.00050584
-159.38084197	-0.00059410
-159.34750866	-0.00059255
-159.31417534	0.00157847
-159.28084203	0.00067302
-159.24750872	0.00110144
-159.21417541	0.00093933
-159.18084209	0.00109967
-159.14750878	0.00059148
-159.11417547	0.00058114
-159.08084215	-0.00037484
-159.04750884	0.00191898
-159.01417553	0.00159258
-158.98084222	0.00188934
-158.94750890	0.00200172
-158.91417559	0.00015480
-158.88084228	0.00074963
-158.84750896	0.00027585
-158.81417565	-0.00000466
-158.78084234	0.00005064
-158.74750903	0.00115228
-158.71417571	0.00100354
-158.68084240	-0.00013097
-158.64750909	0.00003414
-158.61417577	0.00025101
-158.58084246	0.00028558
-158.54750915	0.00044181
-158.51417584	0.00077570
-158.48084252	0.00060545
-158.44750921	-0.00025629
-158.41417590	0.00074457
-158.38084258	-0.00072973
-158.34750927	0.00051998
-158.31417596	-0.00148789
-158.28084265	-0.00031065
-158.24750933	-0.00062527
-158.21417602	-0.00056931
-158.18084271	0.00068614
-158.14750939	-0.00081093
-158.11417608	-0.00150900
-158.08084277	-0.00070678
-158.04750946	-0.00040329
-158.01417614	-0.00053011
-157.98084283	-0.00131019
-157.94750952	-0.00025964
-157.91417620	0.00031749
-157.88084289	-0.00006682
-157.84750958	-0.00010704
-157.81417627	-0.00111170
-157.78084295	0.00063206
-157.74750964	0.00002966
-157.71417633	-0.00087339
-157.68084301	0.00012513
-157.64750970	-0.00077093
-157.61417639	0.00020784
-157.58084308	0.00014120
-157.54750976	0.00014259
-157.51417645	-0.00034710
-157.48084314	-0.00014184
-157.44750982	-0.00007959
-157.41417651	0.00061095
-157.38084320	-0.00063697
-157.34750989	-0.00123326
-157.31417657	-0.00049854
-157.28084326	0.00042939
-157.24750995	0.00078503
-157.21417663	0.00059195
-157.18084332	-0.00139749
-157.14751001	-0.00001403
-157.11417670	0.00008208
-157.08084338	0.00048868
-157.04751007	0.00073075
-157.01417676	-0.00016419
-156.98084344	-0.00037882
-156.94751013	0.00122293
-156.91417682	-0.00156628
-156.88084351	-0.00074226
-156.84751019	-0.00121292
-156.81417688	-0.00160784
-156.78084357	0.00026223
-156.74751025	-0.00036029
-156.71417694	0.00015889
-156.68084363	-0.00131298
-156.64751032	-0.00108544
-156.61417700	-0.00085695
-156.58084369	0.00012965
-156.54751038	0.00021551
-156.51417706	0.00030977
-156.48084375	-0.00104673
-156.44751044	-0.00084427
-156.41417713	-0.00100678
-156.38084381	-0.00148163
-156.34751050	-0.00100028
-156.31417719	0.00023810
-156.28084387	-0.00067132
-156.24751056	0.00046488
-156.21417725	-0.00042815
-156.18084394	-0.00087176
-156.14751062	-0.00014823
-156.11417731	0.00006609
-156.08084400	0.00020981
-156.04751068	-0.00023147
-156.01417737	-0.00128997
-155.98084406	-0.00153084
-155.94751075	-0.00071663
-155.91417743	-0.00116959
-155.88084412	-0.00044743
-155.84751081	0.00019061
-155.81417749	-0.00028462
-155.78084418	-0.00093830
-155.74751087	-0.00025760
-155.71417756	-0.00095718
-155.68084424	-0.00009716
-155.64751093	-0.00028988
-155.61417762	-0.00101107
-155.58084430	-0.00034536
-155.54751099	0.00027298
-155.51417768	0.00012759
-155.48084437	0.00123725
-155.44751105	0.00027650
-155.41417774	-0.00002572
-155.38084443	0.00049911
-155.34751111	0.00061280
-155.31417780	0.00058604
-155.28084449	0.00100447
-155.24751118	0.00174664
-155.21417786	0.00224994
-155.18084455	0.00260885
-155.14751124	0.00213561
-155.11417792	0.00238367
-155.08084461	0.00263067
-155.04751130	0.00313923
-155.01417799	0.00424779
-154.98084467	0.00371354
-154.94751136	0.00393105
-154.91417805	0.00391631
-154.88084473	0.00327628
-154.84751142	0.00398966
-154.81417811	0.00382881
-154.78084480	0.00312940
-154.74751148	0.00338944
-154.71417817	0.00150031
-154.68084486	0.00091307
-154.64751154	-0.00018780
-154.61417823	-0.00009717
-154.58084492	-0.00138238
-154.54751161	-0.00436087
-154.51417829	-0.00629378
-154.48084498	-0.00723983
-154.44751167	-0.00922219
-154.41417835	-0.01096938
-154.38084504	-0.01225489
-154.34751173	-0.01239404
-154.31417842	-0.01166432
-154.28084510	-0.01146930
-154.24751179	-0.01036019
-154.21417848	-0.00907819
-154.18084516	-0.00791042
-154.14751185	-0.00595220
-154.11417854	-0.00373061
-154.08084523	-0.00174941
-154.04751191	-0.00050851
-154.01417860	0.00297926
