# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.20000000 ps, Average over 5 waveforms. Timestamp: 2024-12-25T16:51:20
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-166.14750448	0.00021182
-166.11417117	-0.00160329
-166.08083786	-0.00003687
-166.04750454	0.00038636
-166.01417123	0.00023768
-165.98083792	-0.00020269
-165.94750460	-0.00033175
-165.91417129	-0.00134341
-165.88083798	0.00042356
-165.84750467	-0.00012349
-165.81417135	-0.00085288
-165.78083804	-0.00012830
-165.74750473	-0.00013541
-165.71417141	-0.00072757
-165.68083810	-0.00023541
-165.64750479	0.00010128
-165.61417148	0.00079958
-165.58083816	-0.00009850
-165.54750485	0.00087127
-165.51417154	0.00090026
-165.48083822	-0.00033575
-165.44750491	0.00049744
-165.41417160	-0.00039152
-165.38083829	0.00034046
-165.34750497	0.00072325
-165.31417166	0.00052262
-165.28083835	0.00023415
-165.24750503	-0.00046970
-165.21417172	0.00028914
-165.18083841	0.00047764
-165.14750510	-0.00009236
-165.11417178	0.00100887
-165.08083847	0.00165012
-165.04750516	0.00077873
-165.01417184	0.00214042
-164.98083853	0.00157626
-164.94750522	0.00133397
-164.91417191	0.00150007
-164.88083859	0.00139947
-164.84750528	0.00160323
-164.81417197	0.00150973
-164.78083865	0.00072851
-164.74750534	0.00050024
-164.71417203	0.00131147
-164.68083872	0.00057875
-164.64750540	0.00086364
-164.61417209	0.00074795
-164.58083878	0.00175112
-164.54750546	0.00030220
-164.51417215	0.00136226
-164.48083884	0.00127883
-164.44750553	0.00046036
-164.41417221	0.00154704
-164.38083890	0.00091281
-164.34750559	0.00055142
-164.31417227	0.00065552
-164.28083896	0.00123753
-164.24750565	0.00175977
-164.21417234	0.00134818
-164.18083902	0.00092675
-164.14750571	0.00080840
-164.11417240	0.00115773
-164.08083908	0.00107932
-164.04750577	0.00011236
-164.01417246	0.00101485
-163.98083915	0.00097875
-163.94750583	-0.00014150
-163.91417252	-0.00047140
-163.88083921	0.00091922
-163.84750589	0.00018949
-163.81417258	0.00082724
-163.78083927	0.00071493
-163.74750596	0.00069337
-163.71417264	0.00035338
-163.68083933	0.00112166
-163.64750602	0.00078284
-163.61417270	0.00046216
-163.58083939	0.00063987
-163.54750608	0.00127950
-163.51417277	0.00059373
-163.48083945	0.00107797
-163.44750614	0.00153008
-163.41417283	0.00126360
-163.38083951	0.00097532
-163.34750620	0.00098099
-163.31417289	0.00212912
-163.28083958	0.00099475
-163.24750626	0.00091410
-163.21417295	0.00123575
-163.18083964	0.00121922
-163.14750632	-0.00010594
-163.11417301	0.00116118
-163.08083970	0.00082539
-163.04750639	0.00145089
-163.01417307	0.00197381
-162.98083976	0.00071668
-162.94750645	0.00115743
-162.91417313	0.00121319
-162.88083982	0.00195292
-162.84750651	0.00250544
-162.81417320	0.00197911
-162.78083988	0.00225879
-162.74750657	0.00170473
-162.71417326	0.00119201
