# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.50000000 ps, Average over 5 waveforms. Timestamp: 2024-11-18T11:17:28
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-166.41411773	0.00046773
-166.38078442	-0.00020101
-166.34745110	0.00034924
-166.31411779	-0.00061670
-166.28078447	0.00020115
-166.24745116	-0.00017349
-166.21411784	-0.00064408
-166.18078453	-0.00003169
-166.14745121	-0.00010543
-166.11411790	0.00003285
-166.08078459	0.00071026
-166.04745127	0.00009167
-166.01411796	0.00090765
-165.98078464	0.00052327
-165.94745133	0.00070591
-165.91411801	0.00065874
-165.88078470	-0.00064917
-165.84745138	0.00020437
-165.81411807	-0.00082843
-165.78078475	-0.00112174
-165.74745144	0.00039797
-165.71411812	-0.00014355
-165.68078481	0.00009743
-165.64745149	-0.00035202
-165.61411818	-0.00022136
-165.58078486	0.00006773
-165.54745155	-0.00041832
-165.51411823	-0.00011468
-165.48078492	-0.00026782
-165.44745160	0.00047352
-165.41411829	0.00027228
-165.38078497	0.00066621
-165.34745166	0.00014482
-165.31411835	0.00167383
-165.28078503	-0.00003323
-165.24745172	0.00109378
-165.21411840	0.00020363
-165.18078509	0.00013380
-165.14745177	0.00009196
-165.11411846	-0.00053627
-165.08078514	0.00104350
-165.04745183	0.00136389
-165.01411851	0.00022364
-164.98078520	0.00004915
-164.94745188	0.00047204
-164.91411857	0.00009501
-164.88078525	-0.00066536
-164.84745194	0.00055072
-164.81411862	0.00054093
-164.78078531	-0.00010298
-164.74745199	0.00087631
-164.71411868	0.00122631
-164.68078536	0.00128747
-164.64745205	0.00081879
-164.61411873	0.00090312
-164.58078542	0.00109299
-164.54745211	0.00080435
-164.51411879	0.00040856
-164.48078548	0.00076599
-164.44745216	0.00064164
-164.41411885	0.00075530
-164.38078553	0.00092582
-164.34745222	0.00007633
-164.31411890	0.00112044
-164.28078559	0.00077638
-164.24745227	0.00025968
-164.21411896	0.00057825
-164.18078564	-0.00001473
-164.14745233	0.00056471
-164.11411901	0.00063821
-164.08078570	0.00034680
-164.04745238	0.00082486
-164.01411907	0.00102727
-163.98078575	0.00045348
-163.94745244	0.00190440
-163.91411912	0.00092099
-163.88078581	0.00055435
-163.84745249	0.00001041
-163.81411918	0.00162120
-163.78078587	0.00119513
-163.74745255	0.00076377
-163.71411924	0.00029333
-163.68078592	0.00158099
-163.64745261	0.00102997
-163.61411929	0.00030233
-163.58078598	0.00102825
-163.54745266	-0.00000598
-163.51411935	0.00046944
-163.48078603	0.00084986
-163.44745272	0.00071001
-163.41411940	0.00088539
-163.38078609	0.00093911
-163.34745277	0.00088868
-163.31411946	0.00126919
-163.28078614	0.00074824
-163.24745283	-0.00007908
-163.21411951	0.00089883
-163.18078620	0.00118054
-163.14745288	0.00113869
-163.11411957	0.00035158
-163.08078625	0.00122156
-163.04745294	0.00045340
-163.01411962	0.00176640
-162.98078631	0.00121547
-162.94745300	0.00044999
-162.91411968	0.00094517
-162.88078637	0.00155311
-162.84745305	-0.00040229
-162.81411974	0.00129654
-162.78078642	0.00064444
-162.74745311	0.00089954
-162.71411979	0.00139257
-162.68078648	0.00038188
-162.64745316	0.00057923
-162.61411985	-0.00002289
-162.58078653	0.00010563
-162.54745322	0.00122213
-162.51411990	0.00154980
-162.48078659	0.00084428
-162.44745327	0.00086431
-162.41411996	0.00056365
-162.38078664	0.00132059
-162.34745333	0.00064354
-162.31412001	0.00122797
-162.28078670	0.00059536
-162.24745338	-0.00017667
-162.21412007	0.00085812
-162.18078676	0.00088938
-162.14745344	0.00083126
-162.11412013	0.00128924
-162.08078681	0.00093653
-162.04745350	-0.00012878
-162.01412018	-0.00033310
-161.98078687	0.00058347
-161.94745355	0.00031682
-161.91412024	0.00031432
-161.88078692	0.00067247
-161.84745361	0.00082729
-161.81412029	0.00046042
-161.78078698	0.00006821
-161.74745366	0.00049436
-161.71412035	0.00071662
-161.68078703	0.00081348
-161.64745372	0.00006447
-161.61412040	-0.00023454
-161.58078709	0.00037750
-161.54745377	-0.00013017
-161.51412046	0.00050254
-161.48078714	0.00053429
-161.44745383	-0.00005317
-161.41412052	0.00029403
-161.38078720	-0.00032005
-161.34745389	0.00075542
-161.31412057	0.00102083
-161.28078726	0.00031957
-161.24745394	0.00052336
-161.21412063	0.00138947
-161.18078731	0.00038917
-161.14745400	0.00045850
-161.11412068	0.00078037
-161.08078737	-0.00033456
-161.04745405	0.00032391
-161.01412074	-0.00010922
-160.98078742	-0.00002055
-160.94745411	-0.00061615
-160.91412079	-0.00049159
-160.88078748	-0.00029654
-160.84745416	-0.00027922
-160.81412085	0.00026151
-160.78078753	0.00041935
-160.74745422	0.00013481
-160.71412090	0.00039491
-160.68078759	-0.00060088
-160.64745428	-0.00033228
-160.61412096	0.00072198
-160.58078765	0.00013027
-160.54745433	-0.00000119
-160.51412102	-0.00015932
-160.48078770	0.00012622
-160.44745439	0.00071883
-160.41412107	-0.00025048
-160.38078776	-0.00098232
-160.34745444	-0.00111461
-160.31412113	0.00016383
-160.28078781	-0.00097020
-160.24745450	-0.00056865
-160.21412118	0.00079683
-160.18078787	-0.00017579
-160.14745455	-0.00050452
-160.11412124	0.00018090
-160.08078792	-0.00033745
-160.04745461	0.00084626
-160.01412129	-0.00056561
-159.98078798	-0.00114058
-159.94745466	-0.00040845
-159.91412135	-0.00033436
-159.88078804	-0.00035850
-159.84745472	0.00002990
-159.81412141	-0.00048725
-159.78078809	0.00037105
-159.74745478	0.00046356
-159.71412146	0.00010337
-159.68078815	0.00014180
-159.64745483	0.00058346
-159.61412152	0.00121067
-159.58078820	-0.00069357
-159.54745489	0.00051413
-159.51412157	0.00045649
-159.48078826	-0.00070412
-159.44745494	0.00055257
