# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.20000000 ps, Average over 10 waveforms. Timestamp: 2024-12-22T20:11:14
# Window type: Blackman, parameters: total slope amount = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
0.00000000	-18.21402715
0.00732601	-17.61741221
0.01465202	-19.17657243
0.02197804	-18.86505552
0.02930405	-19.59604227
0.03663006	-19.28038229
0.04395607	-19.26580407
0.05128208	-18.81147906
0.05860809	-18.73511911
0.06593411	-18.76568800
0.07326012	-17.71093162
0.08058613	-20.21975564
0.08791214	-17.30063730
0.09523815	-17.36156075
0.10256417	-21.41883808
0.10989018	-17.99781677
0.11721619	-17.73529303
0.12454220	-20.83136942
0.13186821	-19.81427787
0.13919422	-18.42719062
0.14652024	-22.11219357
0.15384625	-20.09984710
0.16117226	-18.12137702
0.16849827	-17.68989608
0.17582428	-21.19172129
0.18315030	-19.24579190
0.19047631	-18.61543322
0.19780232	-17.41106079
0.20512833	-17.45152811
0.21245434	-18.13804550
0.21978035	-16.04774193
0.22710637	-13.98646140
0.23443238	-13.87630438
0.24175839	-15.22525719
0.24908440	-11.96853491
0.25641041	-12.32059421
0.26373643	-12.36570486
0.27106244	-9.65796932
0.27838845	-10.03909730
0.28571446	-10.69931337
0.29304047	-9.20243754
0.30036648	-8.34846098
0.30769250	-9.16793019
0.31501851	-9.01947911
0.32234452	-7.51673516
0.32967053	-7.05966837
0.33699654	-8.48822218
0.34432256	-7.46614242
0.35164857	-6.09514731
0.35897458	-6.72680040
0.36630059	-6.35232325
0.37362660	-5.54201913
0.38095261	-5.43674459
0.38827863	-4.97038499
0.39560464	-5.00745613
0.40293065	-4.77735131
0.41025666	-4.56038134
0.41758267	-4.41432954
0.42490869	-4.36170055
0.43223470	-4.05407997
0.43956071	-3.99114993
0.44688672	-3.97895950
0.45421273	-3.19102263
0.46153874	-3.46358951
0.46886476	-3.36492534
0.47619077	-2.79373312
0.48351678	-3.03659462
0.49084279	-2.56056821
0.49816880	-2.51090596
0.50549482	-2.62221524
0.51282083	-1.82947523
0.52014684	-2.07173697
0.52747285	-2.26290926
0.53479886	-1.36553755
0.54212487	-2.37753004
0.54945089	-2.26425330
0.55677690	-6.50891532
0.56410291	-2.95431357
0.57142892	-1.33192864
0.57875493	-1.26135857
0.58608095	-1.31993298
0.59340696	-0.48541154
0.60073297	-0.97661237
0.60805898	-0.61987724
0.61538499	-0.17247353
0.62271100	-0.84782049
0.63003702	-0.08272757
0.63736303	-0.26818013
0.64468904	-0.45446272
0.65201505	0.00000000
0.65934106	-0.43971193
0.66666708	-0.13709847
0.67399309	-0.23011487
0.68131910	-0.55216136
0.68864511	-0.07505245
0.69597112	-0.39668120
0.70329713	-0.35852632
0.71062315	-0.24546762
0.71794916	-0.49691414
0.72527517	-0.28318887
0.73260118	-0.52565936
0.73992719	-0.62512547
0.74725321	-1.49042871
0.75457922	-3.73157372
0.76190523	-0.81716205
0.76923124	-0.97407727
0.77655725	-0.59146039
0.78388326	-0.87782821
0.79120928	-0.67051233
0.79853529	-0.78192987
0.80586130	-0.85206872
0.81318731	-0.67763011
0.82051332	-0.68547322
0.82783934	-0.58808071
0.83516535	-0.49499553
0.84249136	-0.57106385
0.84981737	-0.53059880
0.85714338	-0.45717093
0.86446939	-0.67341471
0.87179541	-0.40378749
0.87912142	-0.53524899
0.88644743	-0.59983597
0.89377344	-0.46938045
0.90109945	-0.71384245
0.90842547	-0.63231268
0.91575148	-0.72597853
0.92307749	-0.74059000
0.93040350	-0.59212978
0.93772951	-0.69472483
0.94505552	-0.83151926
0.95238154	-0.63541699
0.95970755	-0.92743924
0.96703356	-0.84892865
0.97435957	-0.97812115
0.98168558	-1.32784872
0.98901160	-3.06813965
0.99633761	-1.47103027
1.00366362	-1.01993731
1.01098963	-0.84659569
1.01831564	-1.13982083
1.02564165	-0.76617465
1.03296767	-1.12251419
1.04029368	-1.06991478
1.04761969	-1.16865638
1.05494570	-1.22698792
1.06227171	-1.42254362
1.06959773	-1.48334538
1.07692374	-1.92986651
1.08424975	-2.30360041
1.09157576	-4.99385084
1.09890177	-27.42649799
1.10622778	-5.21971656
1.11355380	-7.26506600
1.12087981	-3.58893556
1.12820582	-2.51071266
1.13553183	-2.37593873
1.14285784	-2.58062499
1.15018386	-4.33720163
1.15750987	-8.13806149
1.16483588	-28.14231048
1.17216189	-5.06488017
1.17948790	-2.96334556
1.18681391	-2.50457036
1.19413993	-2.78467258
1.20146594	-3.24851313
1.20879195	-8.51662285
1.21611796	-3.98012765
1.22344397	-4.01900240
1.23076999	-7.57246985
1.23809600	-3.46415966
1.24542201	-3.11902764
1.25274802	-2.82720860
1.26007403	-2.96448556
1.26740004	-2.90436962
1.27472606	-2.93736553
1.28205207	-3.20711675
1.28937808	-3.07370563
1.29670409	-3.29844251
1.30403010	-3.44989087
1.31135612	-3.48459788
1.31868213	-4.04135447
1.32600814	-4.32728054
1.33333415	-3.89844585
1.34066016	-4.27993523
1.34798617	-4.00691220
1.35531219	-4.51761097
1.36263820	-4.31118726
1.36996421	-4.54733864
1.37729022	-4.62675776
1.38461623	-4.72504328
1.39194225	-5.11062088
1.39926826	-5.48747459
1.40659427	-8.86976105
1.41392028	-19.26107109
1.42124629	-6.90532412
1.42857230	-6.13582826
1.43589832	-5.77386881
1.44322433	-6.14826690
1.45055034	-6.01498820
1.45787635	-6.14426165
1.46520236	-6.32735210
1.47252838	-6.29583793
1.47985439	-6.49008083
1.48718040	-6.42490497
1.49450641	-6.57684181
1.50183242	-6.49495151
1.50915843	-6.77970714
1.51648445	-6.81903455
1.52381046	-7.24619895
1.53113647	-7.30127571
1.53846248	-7.53882793
1.54578849	-7.94984163
