# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.20000000 ps, Average over 10 waveforms. Timestamp: 2024-12-22T20:12:49
# Window type: Blackman, parameters: total slope amount = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
0.00000000	-17.98966917
0.00732601	-17.61269984
0.01465202	-19.44584156
0.02197804	-19.07640686
0.02930405	-19.63345822
0.03663006	-19.44490360
0.04395607	-19.29480444
0.05128208	-19.15197339
0.05860809	-19.14791672
0.06593411	-19.05966045
0.07326012	-17.90983058
0.08058613	-20.54917098
0.08791214	-17.41430719
0.09523815	-17.46688646
0.10256417	-21.56717604
0.10989018	-18.09580459
0.11721619	-17.84866422
0.12454220	-20.97943422
0.13186821	-19.93422933
0.13919422	-18.52539475
0.14652024	-22.20910916
0.15384625	-20.30385890
0.16117226	-18.04681155
0.16849827	-17.59541772
0.17582428	-21.05719853
0.18315030	-19.20681841
0.19047631	-18.57092749
0.19780232	-17.36464086
0.20512833	-17.37232977
0.21245434	-17.99271050
0.21978035	-16.00971730
0.22710637	-13.87448911
0.23443238	-13.80463357
0.24175839	-15.14605347
0.24908440	-11.91128402
0.25641041	-12.22831439
0.26373643	-12.34666921
0.27106244	-9.59365270
0.27838845	-9.99505974
0.28571446	-10.64788590
0.29304047	-9.16239567
0.30036648	-8.29633537
0.30769250	-9.11247350
0.31501851	-8.98982421
0.32234452	-7.47346805
0.32967053	-7.01701974
0.33699654	-8.44973239
0.34432256	-7.43900724
0.35164857	-6.06609746
0.35897458	-6.69031769
0.36630059	-6.31743576
0.37362660	-5.50436871
0.38095261	-5.40124060
0.38827863	-4.92951532
0.39560464	-4.97611025
0.40293065	-4.74509980
0.41025666	-4.54541484
0.41758267	-4.39473239
0.42490869	-4.33590967
0.43223470	-4.02981071
0.43956071	-3.97267318
0.44688672	-3.95488779
0.45421273	-3.16101688
0.46153874	-3.43298847
0.46886476	-3.34346292
0.47619077	-2.78077089
0.48351678	-3.02763558
0.49084279	-2.54540493
0.49816880	-2.48846797
0.50549482	-2.60501476
0.51282083	-1.80462313
0.52014684	-2.05923351
0.52747285	-2.25195788
0.53479886	-1.35403540
0.54212487	-2.35852007
0.54945089	-2.24477573
0.55677690	-6.47436307
0.56410291	-2.96154106
0.57142892	-1.33078565
0.57875493	-1.25609301
0.58608095	-1.32346787
0.59340696	-0.48766081
0.60073297	-0.97390072
0.60805898	-0.61045162
0.61538499	-0.16981324
0.62271100	-0.85142000
0.63003702	-0.08653102
0.63736303	-0.27187603
0.64468904	-0.45971674
0.65201505	0.00000000
0.65934106	-0.44036523
0.66666708	-0.14119115
0.67399309	-0.23381534
0.68131910	-0.55601614
0.68864511	-0.07928219
0.69597112	-0.40327932
0.70329713	-0.37093866
0.71062315	-0.24880673
0.71794916	-0.49883809
0.72527517	-0.28706459
0.73260118	-0.53861981
0.73992719	-0.63118735
0.74725321	-1.50279458
0.75457922	-3.73581363
0.76190523	-0.83685114
0.76923124	-0.99220357
0.77655725	-0.61333124
0.78388326	-0.90525908
0.79120928	-0.69558716
0.79853529	-0.80707043
0.80586130	-0.87197427
0.81318731	-0.70627992
0.82051332	-0.71055146
0.82783934	-0.61480673
0.83516535	-0.52808727
0.84249136	-0.61193744
0.84981737	-0.57758937
0.85714338	-0.49714694
0.86446939	-0.71643945
0.87179541	-0.43043695
0.87912142	-0.56367314
0.88644743	-0.63495347
0.89377344	-0.50008942
0.90109945	-0.75071596
0.90842547	-0.67160447
0.91575148	-0.77198842
0.92307749	-0.77650579
0.93040350	-0.63900282
0.93772951	-0.73726437
0.94505552	-0.87786862
0.95238154	-0.68166732
0.95970755	-0.97315618
0.96703356	-0.90458494
0.97435957	-1.02684059
0.98168558	-1.37699843
0.98901160	-3.10466248
0.99633761	-1.52894544
1.00366362	-1.05584129
1.01098963	-0.89182698
1.01831564	-1.19723064
1.02564165	-0.82555769
1.03296767	-1.18081694
1.04029368	-1.13501481
1.04761969	-1.23447842
1.05494570	-1.28131274
1.06227171	-1.46153736
1.06959773	-1.53066347
1.07692374	-1.96592575
1.08424975	-2.34317961
1.09157576	-4.98721245
1.09890177	-27.67378533
1.10622778	-5.32125702
1.11355380	-7.35595826
1.12087981	-3.66422184
1.12820582	-2.58999375
1.13553183	-2.45160884
1.14285784	-2.63900363
1.15018386	-4.36659762
1.15750987	-8.12455029
1.16483588	-28.52174083
1.17216189	-5.19606951
1.17948790	-3.09253448
1.18681391	-2.60047143
1.19413993	-2.87575312
1.20146594	-3.32997183
1.20879195	-8.59618025
1.21611796	-4.03480691
