# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.20000000 ps, Average over 10 waveforms. Timestamp: 2024-12-22T20:27:03
# Window type: Blackman, parameters: total slope amount = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
0.00000000	-18.01638327
0.00732601	-17.51524219
0.01465202	-19.24647438
0.02197804	-19.26028593
0.02930405	-19.61614952
0.03663006	-19.66825431
0.04395607	-19.48955169
0.05128208	-19.05569261
0.05860809	-19.06266883
0.06593411	-19.04400042
0.07326012	-17.95526217
0.08058613	-20.41753427
0.08791214	-17.43454897
0.09523815	-17.46401056
0.10256417	-21.70809627
0.10989018	-18.19317269
0.11721619	-17.88300930
0.12454220	-20.85975165
0.13186821	-20.01797410
0.13919422	-18.46940082
0.14652024	-21.95072054
0.15384625	-20.35656953
0.16117226	-17.94056187
0.16849827	-17.35544130
0.17582428	-20.79372067
0.18315030	-19.04829255
0.19047631	-18.29054991
0.19780232	-17.13301588
0.20512833	-17.20023831
0.21245434	-17.79532253
0.21978035	-15.82364257
0.22710637	-13.70183480
0.23443238	-13.60384502
0.24175839	-14.92030682
0.24908440	-11.78549788
0.25641041	-12.07518304
0.26373643	-12.16756881
0.27106244	-9.50905152
0.27838845	-9.82002129
0.28571446	-10.52092146
0.29304047	-9.05295601
0.30036648	-8.19349707
0.30769250	-8.98737929
0.31501851	-8.89794802
0.32234452	-7.35949255
0.32967053	-6.90583599
0.33699654	-8.35005288
0.34432256	-7.32323161
0.35164857	-5.96634404
0.35897458	-6.61400900
0.36630059	-6.22107364
0.37362660	-5.44819789
0.38095261	-5.35033113
0.38827863	-4.86702528
0.39560464	-4.91434892
0.40293065	-4.68066838
0.41025666	-4.49117559
0.41758267	-4.33916832
0.42490869	-4.29141416
0.43223470	-3.99002745
0.43956071	-3.94651948
0.44688672	-3.93260393
0.45421273	-3.14257483
0.46153874	-3.41591011
0.46886476	-3.30410572
0.47619077	-2.74718379
0.48351678	-2.98557402
0.49084279	-2.51101167
0.49816880	-2.46058814
0.50549482	-2.57478617
0.51282083	-1.78648887
0.52014684	-2.03651217
0.52747285	-2.23210413
0.53479886	-1.34241619
0.54212487	-2.35579716
0.54945089	-2.24302697
0.55677690	-6.61960682
0.56410291	-2.95673416
0.57142892	-1.31455423
0.57875493	-1.22877044
0.58608095	-1.30073701
0.59340696	-0.46226437
0.60073297	-0.94694220
0.60805898	-0.60701788
0.61538499	-0.15099713
0.62271100	-0.84442948
0.63003702	-0.07101225
0.63736303	-0.26186678
0.64468904	-0.46210791
0.65201505	0.00000000
0.65934106	-0.45823965
0.66666708	-0.14917806
0.67399309	-0.25105046
0.68131910	-0.57837672
0.68864511	-0.10767922
0.69597112	-0.44543011
0.70329713	-0.40944092
0.71062315	-0.30220982
0.71794916	-0.54518183
0.72527517	-0.33061266
0.73260118	-0.58723699
0.73992719	-0.68588787
0.74725321	-1.57604966
0.75457922	-3.87147459
0.76190523	-0.88110848
0.76923124	-1.02781538
