# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.20000000 ps, Average over 10 waveforms. Timestamp: 2024-12-22T20:13:04
# Window type: Blackman, parameters: total slope amount = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
0.00000000	-18.04065288
0.00732601	-17.82450910
0.01465202	-19.13518368
0.02197804	-19.04492016
0.02930405	-19.60190888
0.03663006	-19.35782999
0.04395607	-19.30733306
0.05128208	-18.89500574
0.05860809	-18.96400622
0.06593411	-18.95131513
0.07326012	-17.92048847
0.08058613	-20.40817272
0.08791214	-17.47223080
0.09523815	-17.46271691
0.10256417	-21.61025869
0.10989018	-18.11275665
0.11721619	-17.79164107
0.12454220	-20.89684189
0.13186821	-19.92027642
0.13919422	-18.50511388
0.14652024	-22.17908242
0.15384625	-20.28861209
0.16117226	-18.09475787
0.16849827	-17.60120889
0.17582428	-21.04104640
0.18315030	-19.18904700
0.19047631	-18.51390354
0.19780232	-17.38845843
0.20512833	-17.37129577
0.21245434	-18.03010966
0.21978035	-15.98693218
0.22710637	-13.91783376
0.23443238	-13.77538209
0.24175839	-15.13360585
0.24908440	-11.92480920
0.25641041	-12.24872737
0.26373643	-12.34327244
0.27106244	-9.62473705
0.27838845	-9.98153116
0.28571446	-10.66395208
0.29304047	-9.18887852
0.30036648	-8.31740215
0.30769250	-9.12697574
0.31501851	-9.00931536
0.32234452	-7.48114556
0.32967053	-7.01529001
0.33699654	-8.44250819
0.34432256	-7.43723761
0.35164857	-6.05350365
0.35897458	-6.68099770
0.36630059	-6.31356142
0.37362660	-5.50878281
0.38095261	-5.40898811
0.38827863	-4.93704712
0.39560464	-4.96548321
0.40293065	-4.74016537
0.41025666	-4.54261978
0.41758267	-4.38596195
0.42490869	-4.33289120
0.43223470	-4.01830361
0.43956071	-3.96681579
0.44688672	-3.95607396
0.45421273	-3.15906678
0.46153874	-3.44014403
0.46886476	-3.34475345
0.47619077	-2.78465828
0.48351678	-3.03669944
0.49084279	-2.55411880
0.49816880	-2.48984708
0.50549482	-2.61385120
0.51282083	-1.80790803
0.52014684	-2.06051443
0.52747285	-2.25269651
0.53479886	-1.35352437
0.54212487	-2.36023207
0.54945089	-2.23388320
0.55677690	-6.48359777
0.56410291	-2.95966754
0.57142892	-1.32896487
0.57875493	-1.25558251
0.58608095	-1.32326978
0.59340696	-0.49235053
0.60073297	-0.97298686
0.60805898	-0.61400053
0.61538499	-0.16855783
0.62271100	-0.84928223
0.63003702	-0.08391871
0.63736303	-0.27282001
0.64468904	-0.46025178
0.65201505	0.00000000
0.65934106	-0.44360144
0.66666708	-0.13594802
0.67399309	-0.23728253
0.68131910	-0.55622205
0.68864511	-0.07971817
0.69597112	-0.41023946
0.70329713	-0.37993889
0.71062315	-0.25475477
0.71794916	-0.50163582
0.72527517	-0.29122457
0.73260118	-0.54109281
0.73992719	-0.63598957
0.74725321	-1.49761147
0.75457922	-3.74793790
0.76190523	-0.84690563
0.76923124	-1.00123658
0.77655725	-0.62300927
0.78388326	-0.91337771
0.79120928	-0.70295865
0.79853529	-0.81195005
0.80586130	-0.87020512
0.81318731	-0.70447034
0.82051332	-0.70763198
0.82783934	-0.61088861
0.83516535	-0.52077685
0.84249136	-0.60608631
0.84981737	-0.57034760
0.85714338	-0.49846103
0.86446939	-0.71355120
0.87179541	-0.43839908
0.87912142	-0.56080913
0.88644743	-0.63671861
0.89377344	-0.50191222
0.90109945	-0.74990123
0.90842547	-0.67689417
0.91575148	-0.76744152
0.92307749	-0.78054539
0.93040350	-0.64537295
0.93772951	-0.74075366
0.94505552	-0.88426310
0.95238154	-0.68289003
0.95970755	-0.98151692
0.96703356	-0.89727979
0.97435957	-1.02711976
0.98168558	-1.37871108
0.98901160	-3.11046912
0.99633761	-1.53227030
1.00366362	-1.06752270
1.01098963	-0.90150617
1.01831564	-1.20289337
1.02564165	-0.83436676
1.03296767	-1.19040537
1.04029368	-1.14419993
1.04761969	-1.24287286
1.05494570	-1.29044042
1.06227171	-1.45552460
1.06959773	-1.53184556
1.07692374	-1.96622568
1.08424975	-2.33460535
1.09157576	-4.98437677
1.09890177	-28.07222014
1.10622778	-5.34729041
1.11355380	-7.39811187
1.12087981	-3.66666536
1.12820582	-2.58405554
1.13553183	-2.44211152
1.14285784	-2.62657372
1.15018386	-4.36106366
1.15750987	-8.13076202
1.16483588	-28.60598460
1.17216189	-5.20541893
1.17948790	-3.09445911
1.18681391	-2.60887464
1.19413993	-2.87363634
1.20146594	-3.32585320
1.20879195	-8.58788658
1.21611796	-4.02712941
1.22344397	-4.07359874
1.23076999	-7.62484275
1.23809600	-3.56935203
1.24542201	-3.22777258
1.25274802	-2.92886142
1.26007403	-3.05923657
1.26740004	-3.01375389
1.27472606	-3.04145144
1.28205207	-3.28437979
1.28937808	-3.15631748
1.29670409	-3.39059545
1.30403010	-3.53749688
1.31135612	-3.56307230
1.31868213	-4.12799277
1.32600814	-4.42632646
1.33333415	-4.01348958
1.34066016	-4.38679794
1.34798617	-4.11459270
1.35531219	-4.63906307
1.36263820	-4.44992546
1.36996421	-4.65046838
1.37729022	-4.69644349
1.38461623	-4.81533537
1.39194225	-5.20842181
1.39926826	-5.55275621
1.40659427	-8.86172789
1.41392028	-19.69437788
1.42124629	-7.08731263
1.42857230	-6.27983568
1.43589832	-5.90541204
1.44322433	-6.29371046
1.45055034	-6.15861262
1.45787635	-6.25859006
1.46520236	-6.41560228
1.47252838	-6.39801385
1.47985439	-6.60706369
1.48718040	-6.54581641
1.49450641	-6.69760738
1.50183242	-6.61869755
1.50915843	-6.91779806
1.51648445	-6.95598615
1.52381046	-7.37904031
1.53113647	-7.42263322
1.53846248	-7.67370927
1.54578849	-8.08561528
1.55311451	-7.94342552
1.56044052	-8.38607630
1.56776653	-8.22364846
1.57509254	-8.57332249
1.58241855	-8.57375593
1.58974456	-8.81945545
1.59707058	-10.04400726
1.60439659	-16.76575327
1.61172260	-10.41695346
1.61904861	-9.94255714
1.62637462	-9.72948911
1.63370064	-10.40564834
1.64102665	-10.73410995
1.64835266	-11.68542953
1.65567867	-15.61126379
1.66300468	-32.48673791
1.67033069	-33.83117355
1.67765671	-24.48592241
1.68498272	-15.18643225
1.69230873	-13.44228490
1.69963474	-13.55596475
1.70696075	-14.94164878
1.71428677	-26.94275763
1.72161278	-30.52460120
1.72893879	-16.66723297
1.73626480	-13.79572420
1.74359081	-13.61308523
1.75091682	-13.58010170
1.75824284	-14.61110730
1.76556885	-17.50085304
1.77289486	-14.49055206
1.78022087	-14.87003086
1.78754688	-14.98704986
1.79487290	-20.15050988
1.80219891	-20.25992403
1.80952492	-15.53534434
1.81685093	-15.51550078
1.82417694	-15.33849209
1.83150295	-15.57120858
1.83882897	-15.84129949
1.84615498	-16.09685986
1.85348099	-16.52966989
1.86080700	-17.73932182
1.86813301	-28.52747160
1.87545903	-21.56529365
1.88278504	-17.91081408
1.89011105	-17.53138634
1.89743706	-17.38908572
1.90476307	-17.70536263
1.91208908	-18.56493613
1.91941510	-27.82929185
1.92674111	-22.14036713
1.93406712	-18.82233614
1.94139313	-18.41350981
1.94871914	-18.63379067
1.95604516	-18.66099090
1.96337117	-19.03672349
1.97069718	-18.98613784
1.97802319	-19.17108106
1.98534920	-19.45748753
1.99267521	-19.57105551
2.00000123	-19.98054101
2.00732724	-19.88944669
2.01465325	-20.77859201
2.02197926	-21.03575796
2.02930527	-20.78924819
2.03663129	-22.34130439
2.04395730	-30.69130170
2.05128331	-21.65926410
2.05860932	-21.72283228
2.06593533	-21.22527313
2.07326134	-24.82606769
2.08058736	-25.06801592
2.08791337	-21.86960536
2.09523938	-21.97037088
2.10256539	-22.04545237
2.10989140	-22.39110598
2.11721742	-22.67469203
2.12454343	-22.69247184
2.13186944	-22.96198312
2.13919545	-23.04615633
2.14652146	-23.59896151
2.15384747	-24.14998995
2.16117349	-28.63890677
2.16849950	-38.15389837
2.17582551	-29.50168848
2.18315152	-26.10420087
2.19047753	-27.97557974
2.19780355	-35.65171090
2.20512956	-31.80326556
2.21245557	-28.57461718
2.21978158	-33.38488074
2.22710759	-34.78500610
2.23443360	-28.28642177
2.24175962	-27.91508077
2.24908563	-28.20916419
2.25641164	-29.24849315
2.26373765	-35.97378693
2.27106366	-33.85352525
2.27838968	-28.01040154
2.28571569	-27.82676346
2.29304170	-27.83895455
2.30036771	-28.36056306
2.30769372	-28.50124886
2.31501973	-29.67864202
2.32234575	-30.70616050
2.32967176	-30.70571454
2.33699777	-31.09822961
2.34432378	-38.56932079
2.35164979	-36.31870921
2.35897581	-32.48658794
2.36630182	-41.56050970
2.37362783	-37.00531152
2.38095384	-33.96035051
2.38827985	-38.90424435
2.39560586	-39.26368287
2.40293188	-33.03813491
2.41025789	-31.52150274
2.41758390	-32.29783209
2.42490991	-32.60690003
2.43223592	-34.75304095
2.43956194	-33.34982747
2.44688795	-35.32336047
2.45421396	-36.42244442
2.46153997	-41.29984924
2.46886598	-37.96462739
2.47619199	-32.86192689
2.48351801	-32.44062597
2.49084402	-32.67604071
2.49817003	-33.10829401
2.50549604	-33.48903221
2.51282205	-34.10598694
2.52014807	-34.09710366
2.52747408	-34.39428497
2.53480009	-34.29644787
2.54212610	-34.75740455
2.54945211	-34.83407205
2.55677812	-35.55168697
2.56410414	-35.97730343
2.57143015	-37.52091071
2.57875616	-36.42693700
2.58608217	-36.82635152
2.59340818	-36.98220551
2.60073420	-36.80306491
2.60806021	-36.36652863
2.61538622	-35.90852861
2.62271223	-35.33613955
2.63003824	-38.09901284
2.63736425	-46.27223605
2.64469027	-43.20069788
2.65201628	-50.21691901
2.65934229	-37.52717210
2.66666830	-37.66219765
2.67399431	-35.32989914
2.68132033	-35.34985808
2.68864634	-41.92600802
2.69597235	-34.87251934
2.70329836	-34.61011282
2.71062437	-34.88150575
2.71795038	-35.06031686
2.72527640	-35.97312125
2.73260241	-36.66937096
2.73992842	-38.05088787
2.74725443	-39.60254809
2.75458044	-40.93338936
2.76190646	-40.24432946
2.76923247	-41.69479847
2.77655848	-45.84166428
2.78388449	-48.76565686
2.79121050	-40.02967596
2.79853651	-34.98450783
2.80586253	-34.47400969
2.81318854	-33.95072192
2.82051455	-34.24812499
2.82784056	-34.23230536
2.83516657	-34.66717949
2.84249259	-34.51257040
2.84981860	-35.26078721
2.85714461	-35.46406854
2.86447062	-36.78892097
2.87179663	-38.27124536
2.87912264	-52.93385875
2.88644866	-44.38399749
2.89377467	-37.02657752
2.90110068	-34.50701672
2.90842669	-35.24966724
2.91575270	-35.37432602
2.92307872	-36.18275422
2.93040473	-36.78149765
2.93773074	-37.71519980
2.94505675	-39.37416005
2.95238276	-40.88467013
2.95970877	-42.82738835
2.96703479	-44.15302924
2.97436080	-49.14708762
2.98168681	-41.70377488
2.98901282	-38.75706811
2.99633883	-43.87902017
3.00366485	-47.82133170
3.01099086	-46.76200667
3.01831687	-48.59346770
3.02564288	-47.69007257
3.03296889	-44.87063002
3.04029490	-38.87650502
3.04762092	-49.52069580
3.05494693	-40.32602594
3.06227294	-36.77859436
3.06959895	-35.94741582
3.07692496	-35.26006397
3.08425098	-35.13031749
3.09157699	-35.05424857
3.09890300	-35.33703132
3.10622901	-35.62054535
3.11355502	-36.51923533
3.12088103	-38.96106877
3.12820705	-50.72202041
3.13553306	-51.30575768
3.14285907	-51.46268939
3.15018508	-39.62905377
3.15751109	-38.57340414
3.16483711	-48.68071558
3.17216312	-52.10860230
3.17948913	-44.43689967
3.18681514	-43.00226245
3.19414115	-38.09307629
3.20146716	-36.29818866
3.20879318	-37.21541584
3.21611919	-39.63845616
3.22344520	-36.63381983
3.23077121	-42.86228253
3.23809722	-41.85232752
3.24542324	-37.70704939
3.25274925	-36.89233250
3.26007526	-36.85275423
3.26740127	-37.04876699
3.27472728	-37.40189872
3.28205329	-37.47591754
3.28937931	-37.48024302
3.29670532	-37.63836998
3.30403133	-37.78332437
3.31135734	-38.46111990
3.31868335	-39.94445779
3.32600937	-47.39650159
3.33333538	-52.74431934
3.34066139	-49.40478530
3.34798740	-40.04824560
3.35531341	-38.69373680
3.36263942	-38.55814768
3.36996544	-38.17940380
3.37729145	-38.07302825
3.38461746	-38.33922079
3.39194347	-38.37179462
3.39926948	-38.20199574
3.40659550	-38.10237794
3.41392151	-38.29849889
3.42124752	-38.53457226
3.42857353	-38.89201210
3.43589954	-38.90211440
3.44322555	-39.59249213
3.45055157	-39.74379456
3.45787758	-40.32804168
3.46520359	-40.33339730
3.47252960	-40.46805556
3.47985561	-40.99042168
3.48718163	-41.34996962
3.49450764	-43.55136647
3.50183365	-45.26186415
3.50915966	-41.87338374
3.51648567	-42.93932243
3.52381168	-43.01839329
3.53113770	-45.17660127
3.53846371	-63.21061218
3.54578972	-44.29938467
3.55311573	-43.56610330
3.56044174	-44.30265386
3.56776776	-45.12501762
3.57509377	-45.98627610
3.58241978	-47.49008653
3.58974579	-47.64340188
3.59707180	-48.78595052
3.60439781	-51.87196325
3.61172383	-48.82327306
3.61904984	-49.29953754
3.62637585	-48.44052920
3.63370186	-50.53678976
3.64102787	-48.98554610
3.64835389	-48.90367947
3.65567990	-55.07653967
3.66300591	-51.17566736
3.67033192	-62.19014696
3.67765793	-47.99130502
3.68498394	-45.49635934
3.69230996	-47.72432872
3.69963597	-45.43203384
3.70696198	-43.34236862
3.71428799	-44.19173660
3.72161400	-44.73548007
3.72894002	-45.36088546
3.73626603	-45.64623887
3.74359204	-46.94413353
3.75091805	-47.58090204
3.75824406	-49.05485385
3.76557007	-50.38189047
