# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.20000000 ps, Average over 10 waveforms. Timestamp: 2024-12-22T20:17:32
# Window type: Blackman, parameters: total slope amount = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
0.00000000	-20.95793136
0.00732601	-17.74878045
0.01465202	-19.89272241
0.02197804	-18.92625030
0.02930405	-20.17716906
0.03663006	-19.27574204
0.04395607	-19.41112942
0.05128208	-18.86938659
0.05860809	-19.06306540
0.06593411	-19.05860060
0.07326012	-17.93133184
0.08058613	-20.50306807
0.08791214	-17.41677923
0.09523815	-17.50591739
0.10256417	-21.46952937
0.10989018	-18.16480200
0.11721619	-17.87293592
0.12454220	-20.94735090
0.13186821	-20.06366655
0.13919422	-18.53644369
0.14652024	-22.04289345
0.15384625	-20.23746545
0.16117226	-18.01884698
0.16849827	-17.51681349
0.17582428	-21.06339453
0.18315030	-19.13351929
0.19047631	-18.50241540
0.19780232	-17.30837560
0.20512833	-17.31554135
0.21245434	-17.95208056
0.21978035	-15.94486442
0.22710637	-13.83723572
0.23443238	-13.77293288
0.24175839	-15.08476353
0.24908440	-11.86508204
0.25641041	-12.19290836
0.26373643	-12.32313008
0.27106244	-9.57660273
0.27838845	-9.94502511
0.28571446	-10.61426463
0.29304047	-9.12549966
0.30036648	-8.26079925
0.30769250	-9.07362146
0.31501851	-8.96548350
0.32234452	-7.44682662
0.32967053	-6.97933811
0.33699654	-8.40525964
0.34432256	-7.40561713
0.35164857	-6.02622131
0.35897458	-6.67065895
0.36630059	-6.28789223
0.37362660	-5.49921120
0.38095261	-5.39475102
0.38827863	-4.92507418
0.39560464	-4.96678495
0.40293065	-4.73431871
0.41025666	-4.53984667
0.41758267	-4.38247432
0.42490869	-4.33116711
0.43223470	-4.02577947
0.43956071	-3.97802725
0.44688672	-3.96095377
0.45421273	-3.16256573
0.46153874	-3.43862744
0.46886476	-3.33960264
0.47619077	-2.77650948
0.48351678	-3.02056529
0.49084279	-2.54937161
0.49816880	-2.48440991
0.50549482	-2.60835230
0.51282083	-1.80854068
0.52014684	-2.05821141
0.52747285	-2.24553042
0.53479886	-1.34482319
0.54212487	-2.34599904
0.54945089	-2.22317777
0.55677690	-6.42303421
0.56410291	-2.92320562
0.57142892	-1.30843847
0.57875493	-1.23517363
0.58608095	-1.31016454
0.59340696	-0.47268961
0.60073297	-0.96660345
0.60805898	-0.60903268
0.61538499	-0.16052471
0.62271100	-0.84461408
0.63003702	-0.07935577
0.63736303	-0.26306494
0.64468904	-0.45864860
0.65201505	0.00000000
0.65934106	-0.44949622
0.66666708	-0.14341024
0.67399309	-0.23541342
0.68131910	-0.55675793
0.68864511	-0.08771749
0.69597112	-0.42153898
0.70329713	-0.37813722
0.71062315	-0.27107668
0.71794916	-0.52028318
0.72527517	-0.31430879
0.73260118	-0.56747046
0.73992719	-0.65448190
0.74725321	-1.52083677
0.75457922	-3.73312357
0.76190523	-0.86000485
0.76923124	-1.00781548
0.77655725	-0.62224647
0.78388326	-0.91111091
0.79120928	-0.69755148
0.79853529	-0.81725367
0.80586130	-0.88025592
0.81318731	-0.71010537
0.82051332	-0.70914302
0.82783934	-0.61800932
0.83516535	-0.52035756
0.84249136	-0.61263181
0.84981737	-0.57297144
0.85714338	-0.50301374
0.86446939	-0.71948552
0.87179541	-0.43541033
0.87912142	-0.56784417
0.88644743	-0.63835387
0.89377344	-0.50833150
0.90109945	-0.74946248
0.90842547	-0.67511679
0.91575148	-0.77235128
0.92307749	-0.77940878
0.93040350	-0.64616365
0.93772951	-0.73687525
0.94505552	-0.87795742
0.95238154	-0.68178658
0.95970755	-0.97459073
0.96703356	-0.89792294
0.97435957	-1.02381852
0.98168558	-1.37051551
0.98901160	-3.08824623
0.99633761	-1.51137544
1.00366362	-1.06844086
1.01098963	-0.89452724
1.01831564	-1.20547499
1.02564165	-0.83457831
1.03296767	-1.19733260
1.04029368	-1.14447825
1.04761969	-1.23067133
1.05494570	-1.28720130
1.06227171	-1.46629181
1.06959773	-1.53584244
1.07692374	-1.98657944
1.08424975	-2.36855101
1.09157576	-4.99981324
1.09890177	-27.37851487
1.10622778	-5.24610833
1.11355380	-7.29932639
1.12087981	-3.62621248
1.12820582	-2.58974181
1.13553183	-2.44539023
1.14285784	-2.65254023
1.15018386	-4.39892214
1.15750987	-8.12670740
1.16483588	-27.87876310
1.17216189	-5.12947284
1.17948790	-3.05286810
1.18681391	-2.57943464
1.19413993	-2.87745304
1.20146594	-3.32009927
1.20879195	-8.57802805
1.21611796	-4.04051716
1.22344397	-4.09368493
1.23076999	-7.57865941
1.23809600	-3.55798145
1.24542201	-3.22311888
1.25274802	-2.94775921
1.26007403	-3.07936323
1.26740004	-3.01516574
1.27472606	-3.05347498
1.28205207	-3.30231218
1.28937808	-3.16811380
1.29670409	-3.40551737
1.30403010	-3.55517031
1.31135612	-3.58715661
1.31868213	-4.15373387
1.32600814	-4.43930727
1.33333415	-4.02541351
1.34066016	-4.39100519
1.34798617	-4.13618025
1.35531219	-4.64710247
1.36263820	-4.43526555
1.36996421	-4.67654238
1.37729022	-4.73799902
1.38461623	-4.84283590
1.39194225	-5.23169161
1.39926826	-5.57636738
1.40659427	-8.91658519
1.41392028	-19.39267671
1.42124629	-7.03203170
1.42857230	-6.26284508
1.43589832	-5.90633861
1.44322433	-6.27372065
1.45055034	-6.14028824
1.45787635	-6.27827617
1.46520236	-6.45542022
1.47252838	-6.42791333
1.47985439	-6.62567806
1.48718040	-6.56420374
1.49450641	-6.72132840
1.50183242	-6.63957698
1.50915843	-6.93629148
1.51648445	-6.97764012
1.52381046	-7.40227197
1.53113647	-7.44251630
1.53846248	-7.68599610
1.54578849	-8.10559942
1.55311451	-7.95059144
1.56044052	-8.40719342
1.56776653	-8.26022248
1.57509254	-8.59228800
1.58241855	-8.60105431
1.58974456	-8.86172100
1.59707058	-10.08778280
1.60439659	-16.71666839
1.61172260	-10.42364482
1.61904861	-9.97893651
1.62637462	-9.75075564
1.63370064	-10.42014222
1.64102665	-10.74763970
1.64835266	-11.75038949
1.65567867	-15.64849350
1.66300468	-32.69611955
1.67033069	-34.38193746
1.67765671	-24.27759558
1.68498272	-15.12631746
1.69230873	-13.40554967
1.69963474	-13.55627005
1.70696075	-14.97304778
1.71428677	-27.10661574
1.72161278	-30.41261207
1.72893879	-16.48948591
1.73626480	-13.68749029
1.74359081	-13.50848449
1.75091682	-13.51275330
1.75824284	-14.60957096
1.76556885	-17.59143516
1.77289486	-14.52363418
1.78022087	-14.91618002
1.78754688	-15.02058050
1.79487290	-20.28139392
1.80219891	-20.19229083
1.80952492	-15.52117251
1.81685093	-15.47392424
1.82417694	-15.34535560
1.83150295	-15.55231095
1.83882897	-15.82340272
1.84615498	-16.10598697
1.85348099	-16.55218397
1.86080700	-17.79135747
1.86813301	-28.82641000
1.87545903	-21.49792574
1.88278504	-17.88788510
1.89011105	-17.51730281
1.89743706	-17.37972828
1.90476307	-17.67242002
1.91208908	-18.53468144
1.91941510	-27.94375835
1.92674111	-22.04491221
1.93406712	-18.81459207
1.94139313	-18.43537271
1.94871914	-18.66259243
1.95604516	-18.59937055
1.96337117	-19.01144914
1.97069718	-19.05363392
1.97802319	-19.22332650
1.98534920	-19.50440104
1.99267521	-19.57272283
2.00000123	-19.99816957
2.00732724	-19.98604915
2.01465325	-20.82087514
2.02197926	-21.03489279
2.02930527	-20.77960072
2.03663129	-22.47928009
2.04395730	-30.64422871
2.05128331	-21.62964401
2.05860932	-21.70105195
2.06593533	-21.26322978
2.07326134	-24.91114429
2.08058736	-25.00328134
2.08791337	-21.95957284
2.09523938	-22.07320111
2.10256539	-22.09680602
2.10989140	-22.44073989
2.11721742	-22.66160070
2.12454343	-22.83147244
2.13186944	-23.10106654
2.13919545	-23.20735975
2.14652146	-23.69590138
2.15384747	-24.24602628
2.16117349	-28.68676064
2.16849950	-37.86351128
2.17582551	-29.36952717
2.18315152	-26.12048786
2.19047753	-28.19976472
2.19780355	-36.23247130
2.20512956	-31.46530227
2.21245557	-28.46441957
2.21978158	-33.79453996
2.22710759	-34.77688197
2.23443360	-28.16264717
2.24175962	-27.79971842
2.24908563	-28.30733401
2.25641164	-29.38781404
2.26373765	-36.33843575
2.27106366	-33.65645593
2.27838968	-27.88172788
2.28571569	-27.77681898
2.29304170	-27.64037001
2.30036771	-28.29038085
2.30769372	-28.44709849
2.31501973	-29.76789598
2.32234575	-30.58770639
2.32967176	-30.88959659
2.33699777	-31.19429652
2.34432378	-39.09779078
2.35164979	-36.12269967
2.35897581	-32.52233294
2.36630182	-41.69194558
2.37362783	-37.08839223
2.38095384	-33.92866767
2.38827985	-38.67605374
2.39560586	-38.76509823
2.40293188	-32.81583473
2.41025789	-31.45714654
2.41758390	-32.27562051
2.42490991	-32.58232036
2.43223592	-34.80457550
2.43956194	-33.40079124
2.44688795	-35.33556964
2.45421396	-36.74773403
2.46153997	-41.84599874
2.46886598	-37.91924018
2.47619199	-32.87840692
2.48351801	-32.50863526
2.49084402	-32.75340550
2.49817003	-33.19591748
2.50549604	-33.34178039
2.51282205	-34.11648384
2.52014807	-33.90928233
2.52747408	-34.27638463
2.53480009	-34.49708381
2.54212610	-34.82492301
2.54945211	-35.08162476
2.55677812	-35.58574617
2.56410414	-36.01142079
2.57143015	-37.51398033
2.57875616	-36.47448205
2.58608217	-36.73668640
2.59340818	-37.33493431
2.60073420	-37.03605246
2.60806021	-36.73696915
2.61538622	-36.10041775
2.62271223	-35.56089536
2.63003824	-38.25543458
2.63736425	-46.44022473
2.64469027	-42.93009260
2.65201628	-49.87583474
2.65934229	-37.58559607
2.66666830	-37.74038986
2.67399431	-35.06389504
2.68132033	-35.34848891
2.68864634	-41.84365969
2.69597235	-34.90848798
2.70329836	-34.61954306
2.71062437	-34.79159259
2.71795038	-35.43156281
2.72527640	-35.98438865
2.73260241	-36.86593763
2.73992842	-37.90354386
