# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.20000000 ps, Average over 10 waveforms. Timestamp: 2024-12-22T20:41:11
# Window type: Blackman, parameters: total slope amount = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
0.00000000	-17.76047368
0.00732601	-17.46961228
0.01465202	-19.48363623
0.02197804	-19.05127041
0.02930405	-19.73574840
0.03663006	-19.38540636
0.04395607	-19.29192181
0.05128208	-18.97921139
0.05860809	-19.03048113
0.06593411	-19.01514641
0.07326012	-17.80880567
0.08058613	-20.42406864
0.08791214	-17.39362537
0.09523815	-17.46091005
0.10256417	-21.44861288
0.10989018	-18.11147688
0.11721619	-17.75827828
0.12454220	-20.76839301
0.13186821	-19.87089050
0.13919422	-18.32347025
0.14652024	-21.90914673
0.15384625	-20.13856330
0.16117226	-17.88490103
0.16849827	-17.27154888
0.17582428	-20.69235545
0.18315030	-18.98377858
0.19047631	-18.37133550
0.19780232	-17.07394201
0.20512833	-17.21052843
0.21245434	-17.80788776
0.21978035	-15.80037050
0.22710637	-13.73098217
0.23443238	-13.65738854
0.24175839	-14.89499119
0.24908440	-11.78873325
0.25641041	-12.07369051
0.26373643	-12.19120656
0.27106244	-9.51340860
0.27838845	-9.85023862
0.28571446	-10.53970392
0.29304047	-9.06081992
0.30036648	-8.20745698
0.30769250	-8.99923772
0.31501851	-8.93130213
0.32234452	-7.36350173
0.32967053	-6.92790470
0.33699654	-8.35842503
0.34432256	-7.34018589
0.35164857	-5.96831026
0.35897458	-6.60926575
0.36630059	-6.21219968
0.37362660	-5.43339120
0.38095261	-5.32329708
0.38827863	-4.86051832
0.39560464	-4.89259304
0.40293065	-4.66554195
0.41025666	-4.47598696
0.41758267	-4.34322542
0.42490869	-4.29313520
0.43223470	-3.98508967
0.43956071	-3.95003513
0.44688672	-3.92083905
0.45421273	-3.13255127
0.46153874	-3.42277224
0.46886476	-3.29910307
0.47619077	-2.75460920
0.48351678	-2.98587252
0.49084279	-2.52390034
0.49816880	-2.46079635
0.50549482	-2.58468486
0.51282083	-1.78179235
0.52014684	-2.01342129
0.52747285	-2.21252844
0.53479886	-1.33306304
0.54212487	-2.32060385
0.54945089	-2.18954498
0.55677690	-6.32518746
0.56410291	-2.89688282
0.57142892	-1.30283639
0.57875493	-1.22518868
0.58608095	-1.29612707
0.59340696	-0.46147831
0.60073297	-0.93639208
0.60805898	-0.60034575
0.61538499	-0.13616706
0.62271100	-0.83025655
0.63003702	-0.06118269
0.63736303	-0.24905374
0.64468904	-0.45767993
0.65201505	0.00000000
0.65934106	-0.46509797
0.66666708	-0.15892712
0.67399309	-0.25622281
0.68131910	-0.59281723
0.68864511	-0.12277226
0.69597112	-0.45846642
0.70329713	-0.43141385
0.71062315	-0.30956251
0.71794916	-0.55572589
0.72527517	-0.34374367
0.73260118	-0.59330143
0.73992719	-0.66779137
0.74725321	-1.50895024
0.75457922	-3.70104968
0.76190523	-0.86406131
0.76923124	-1.01622723
0.77655725	-0.64463439
0.78388326	-0.91727513
0.79120928	-0.71235388
0.79853529	-0.81905811
0.80586130	-0.86683667
0.81318731	-0.69803127
0.82051332	-0.70121449
0.82783934	-0.60386449
0.83516535	-0.50716756
0.84249136	-0.59118719
0.84981737	-0.54810344
0.85714338	-0.47382986
0.86446939	-0.68137706
0.87179541	-0.40423739
0.87912142	-0.52886391
0.88644743	-0.60363768
0.89377344	-0.46390876
0.90109945	-0.70878860
0.90842547	-0.62386783
0.91575148	-0.71851746
0.92307749	-0.71801707
0.93040350	-0.58745919
0.93772951	-0.68493637
0.94505552	-0.81754216
0.95238154	-0.61790598
0.95970755	-0.91301321
0.96703356	-0.84447552
0.97435957	-0.96317111
0.98168558	-1.30483282
0.98901160	-2.99995184
0.99633761	-1.46455072
1.00366362	-1.01537443
1.01098963	-0.84588983
1.01831564	-1.14990720
1.02564165	-0.77976472
1.03296767	-1.13224261
1.04029368	-1.08790303
1.04761969	-1.19814099
1.05494570	-1.23295583
1.06227171	-1.40502843
1.06959773	-1.48717824
1.07692374	-1.90125694
1.08424975	-2.26556900
1.09157576	-4.82368119
1.09890177	-27.17139471
1.10622778	-5.18805953
1.11355380	-7.24246629
1.12087981	-3.59176852
1.12820582	-2.54664013
1.13553183	-2.41320348
1.14285784	-2.60054165
1.15018386	-4.28170639
1.15750987	-7.97090867
1.16483588	-27.70545387
1.17216189	-5.11362230
1.17948790	-3.08157245
1.18681391	-2.58162046
1.19413993	-2.86261854
1.20146594	-3.29518800
1.20879195	-8.49734788
1.21611796	-4.01907203
1.22344397	-4.05728006
1.23076999	-7.56468129
1.23809600	-3.56333856
1.24542201	-3.24143273
1.25274802	-2.95204026
1.26007403	-3.06565736
1.26740004	-3.01887412
1.27472606	-3.04821348
1.28205207	-3.27575090
1.28937808	-3.15435617
1.29670409	-3.38401184
1.30403010	-3.52845116
1.31135612	-3.56107528
1.31868213	-4.12403991
1.32600814	-4.41345506
1.33333415	-3.99880071
1.34066016	-4.37271370
1.34798617	-4.09284070
1.35531219	-4.61291612
1.36263820	-4.41776777
1.36996421	-4.61412538
1.37729022	-4.66307868
1.38461623	-4.77902465
1.39194225	-5.14851163
1.39926826	-5.50138399
1.40659427	-8.75735070
1.41392028	-19.62696469
1.42124629	-7.02931081
1.42857230	-6.26065598
1.43589832	-5.87626930
1.44322433	-6.27014836
1.45055034	-6.14010066
1.45787635	-6.24731691
1.46520236	-6.40264051
1.47252838	-6.39744739
1.47985439	-6.59488492
1.48718040	-6.52768822
1.49450641	-6.67957533
1.50183242	-6.59954365
1.50915843	-6.89273678
1.51648445	-6.93426078
