# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.20000000 ps, Average over 10 waveforms. Timestamp: 2024-12-22T20:33:12
# Window type: Blackman, parameters: total slope amount = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
0.00000000	-18.29327065
0.00732601	-17.81650460
0.01465202	-19.31230446
0.02197804	-19.03956246
0.02930405	-19.75736207
0.03663006	-19.45535118
0.04395607	-19.39221060
0.05128208	-18.99146522
0.05860809	-19.01262318
0.06593411	-18.92600948
0.07326012	-17.93083175
0.08058613	-20.47334304
0.08791214	-17.37841926
0.09523815	-17.42776406
0.10256417	-21.57835757
0.10989018	-18.10658051
0.11721619	-17.79134802
0.12454220	-20.89757897
0.13186821	-19.94814441
0.13919422	-18.39151366
0.14652024	-21.94818873
0.15384625	-20.22421263
0.16117226	-17.89535184
0.16849827	-17.30795011
0.17582428	-20.68564759
0.18315030	-18.98932507
0.19047631	-18.30203569
0.19780232	-17.07998203
0.20512833	-17.13786873
0.21245434	-17.76309579
0.21978035	-15.81516257
0.22710637	-13.71131648
0.23443238	-13.62906125
0.24175839	-14.84588777
0.24908440	-11.78186146
0.25641041	-12.04339860
0.26373643	-12.16250651
0.27106244	-9.46512311
0.27838845	-9.81654179
0.28571446	-10.51623914
0.29304047	-9.01702005
0.30036648	-8.16312493
0.30769250	-8.96170966
0.31501851	-8.87176158
0.32234452	-7.34660176
0.32967053	-6.88497902
0.33699654	-8.33422300
0.34432256	-7.32130447
0.35164857	-5.94981952
0.35897458	-6.58942162
0.36630059	-6.21514062
0.37362660	-5.42291088
0.38095261	-5.31773448
0.38827863	-4.84904161
0.39560464	-4.90632088
0.40293065	-4.66813561
0.41025666	-4.46172803
0.41758267	-4.31830018
0.42490869	-4.26975438
0.43223470	-3.96363057
0.43956071	-3.91624025
0.44688672	-3.90398507
0.45421273	-3.11200110
0.46153874	-3.38237457
0.46886476	-3.28293683
0.47619077	-2.72462985
0.48351678	-2.96084905
0.49084279	-2.48849411
0.49816880	-2.43475591
0.50549482	-2.55217916
0.51282083	-1.76171894
0.52014684	-2.00138289
0.52747285	-2.19931979
0.53479886	-1.30803293
0.54212487	-2.30057099
0.54945089	-2.17053131
0.55677690	-6.31200260
0.56410291	-2.89562837
0.57142892	-1.29277314
0.57875493	-1.22475947
0.58608095	-1.29535112
0.59340696	-0.45916291
0.60073297	-0.93784168
0.60805898	-0.59638610
0.61538499	-0.13364974
0.62271100	-0.83068322
0.63003702	-0.06692498
0.63736303	-0.25367027
0.64468904	-0.46157845
0.65201505	0.00000000
0.65934106	-0.46184978
0.66666708	-0.15131357
0.67399309	-0.25547386
0.68131910	-0.58196794
0.68864511	-0.11170318
0.69597112	-0.44885595
0.70329713	-0.42254363
0.71062315	-0.30627864
0.71794916	-0.55503645
0.72527517	-0.33733793
0.73260118	-0.58187087
0.73992719	-0.66463456
0.74725321	-1.49784272
0.75457922	-3.71788530
0.76190523	-0.85759259
0.76923124	-1.00603253
0.77655725	-0.62814216
0.78388326	-0.91148995
0.79120928	-0.70200300
0.79853529	-0.81757158
0.80586130	-0.86414035
0.81318731	-0.69903771
0.82051332	-0.70192327
0.82783934	-0.60556079
0.83516535	-0.51019457
0.84249136	-0.58892924
0.84981737	-0.54726121
0.85714338	-0.47242979
0.86446939	-0.68169459
0.87179541	-0.40415339
0.87912142	-0.52838354
0.88644743	-0.60128393
0.89377344	-0.45833390
0.90109945	-0.70514503
0.90842547	-0.62787552
0.91575148	-0.71937652
0.92307749	-0.73156217
0.93040350	-0.59285134
0.93772951	-0.68900490
0.94505552	-0.82421434
0.95238154	-0.63318430
0.95970755	-0.92690582
0.96703356	-0.84553698
0.97435957	-0.97111600
0.98168558	-1.31589412
0.98901160	-3.01821250
0.99633761	-1.47559596
1.00366362	-1.02055559
1.01098963	-0.85038639
1.01831564	-1.15417353
1.02564165	-0.78840118
1.03296767	-1.14906745
1.04029368	-1.09879713
1.04761969	-1.19760132
1.05494570	-1.24600185
1.06227171	-1.42059290
1.06959773	-1.49713834
1.07692374	-1.91161715
1.08424975	-2.28319624
1.09157576	-4.83356688
1.09890177	-27.47763370
1.10622778	-5.21587324
1.11355380	-7.24767232
1.12087981	-3.61898179
1.12820582	-2.55810489
1.13553183	-2.41043552
1.14285784	-2.60158537
1.15018386	-4.29105043
1.15750987	-7.96040603
1.16483588	-28.15326044
1.17216189	-5.14161462
1.17948790	-3.07523251
1.18681391	-2.58214828
1.19413993	-2.87278980
1.20146594	-3.28038081
1.20879195	-8.50290861
1.21611796	-4.02323457
1.22344397	-4.05556688
1.23076999	-7.57485454
1.23809600	-3.58097615
1.24542201	-3.25007807
1.25274802	-2.95420943
1.26007403	-3.06690762
