# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.20000000 ps, Average over 10 waveforms. Timestamp: 2024-12-22T20:26:38
# Window type: Blackman, parameters: total slope amount = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
0.00000000	-18.36028088
0.00732601	-17.76513401
0.01465202	-19.34685875
0.02197804	-18.98974566
0.02930405	-19.76607034
0.03663006	-19.46622854
0.04395607	-19.32743571
0.05128208	-18.96481011
0.05860809	-19.09321995
0.06593411	-19.03617058
0.07326012	-17.91257969
0.08058613	-20.50859990
0.08791214	-17.43988159
0.09523815	-17.50770881
0.10256417	-21.62486075
0.10989018	-18.13783894
0.11721619	-17.88258999
0.12454220	-20.86454113
0.13186821	-20.04304503
0.13919422	-18.42069354
0.14652024	-22.02597312
0.15384625	-20.32316568
0.16117226	-18.01892863
0.16849827	-17.40923611
0.17582428	-20.83793173
0.18315030	-18.97920672
0.19047631	-18.34810130
0.19780232	-17.14423880
0.20512833	-17.25156347
0.21245434	-17.88952265
0.21978035	-15.91294704
0.22710637	-13.80353725
0.23443238	-13.67982754
0.24175839	-14.97798139
0.24908440	-11.80841502
0.25641041	-12.09745286
0.26373643	-12.20378583
0.27106244	-9.51991337
0.27838845	-9.86420744
0.28571446	-10.54348128
0.29304047	-9.05281010
0.30036648	-8.21300527
0.30769250	-9.00761686
0.31501851	-8.90399094
0.32234452	-7.37193971
0.32967053	-6.93174085
0.33699654	-8.35296653
0.34432256	-7.35328287
0.35164857	-5.97760973
0.35897458	-6.62758389
0.36630059	-6.23590083
0.37362660	-5.44467666
0.38095261	-5.34235738
0.38827863	-4.88326992
0.39560464	-4.92496943
0.40293065	-4.69142123
0.41025666	-4.48312163
0.41758267	-4.34961782
0.42490869	-4.30304383
0.43223470	-3.99183429
0.43956071	-3.94330537
0.44688672	-3.92356389
0.45421273	-3.13965991
0.46153874	-3.41359942
0.46886476	-3.30119640
0.47619077	-2.74806907
0.48351678	-2.98692239
0.49084279	-2.51713422
0.49816880	-2.45721384
0.50549482	-2.57356935
0.51282083	-1.78379129
0.52014684	-2.02859210
0.52747285	-2.22090456
0.53479886	-1.32529637
0.54212487	-2.32732324
0.54945089	-2.20672565
0.55677690	-6.40053130
0.56410291	-2.90178233
0.57142892	-1.30156001
0.57875493	-1.23057413
0.58608095	-1.30761284
0.59340696	-0.46730310
0.60073297	-0.95251895
0.60805898	-0.60517413
