# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.20000000 ps, Average over 10 waveforms. Timestamp: 2024-12-22T20:16:59
# Window type: Blackman, parameters: total slope amount = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
0.00000000	-18.38716737
0.00732601	-17.50946365
0.01465202	-19.53970980
0.02197804	-19.00954307
0.02930405	-19.55266523
0.03663006	-19.25416549
0.04395607	-19.22908688
0.05128208	-19.03878155
0.05860809	-18.89714286
0.06593411	-18.99801121
0.07326012	-17.80713695
0.08058613	-20.36073445
0.08791214	-17.27674943
0.09523815	-17.43956869
0.10256417	-21.52555381
0.10989018	-18.08420416
0.11721619	-17.80853487
0.12454220	-20.88051714
0.13186821	-20.00590069
0.13919422	-18.43592597
0.14652024	-22.13871395
0.15384625	-20.22239375
0.16117226	-18.04545302
0.16849827	-17.52322993
0.17582428	-21.06265085
0.18315030	-19.18974852
0.19047631	-18.48010421
0.19780232	-17.30153409
0.20512833	-17.34632762
0.21245434	-17.99283640
0.21978035	-15.95141429
0.22710637	-13.86089294
0.23443238	-13.77761539
0.24175839	-15.11554463
0.24908440	-11.87593378
0.25641041	-12.24340924
0.26373643	-12.31027908
0.27106244	-9.58673122
0.27838845	-9.93391499
0.28571446	-10.61646889
0.29304047	-9.11070939
0.30036648	-8.26816413
0.30769250	-9.07757098
0.31501851	-8.95875015
0.32234452	-7.43104232
0.32967053	-6.97617290
0.33699654	-8.40763921
0.34432256	-7.39910603
0.35164857	-6.02754991
0.35897458	-6.66347636
0.36630059	-6.28340653
0.37362660	-5.48476254
0.38095261	-5.38507540
0.38827863	-4.91474778
0.39560464	-4.95480201
0.40293065	-4.72452742
0.41025666	-4.52709520
0.41758267	-4.36312994
0.42490869	-4.30913347
0.43223470	-4.00633044
0.43956071	-3.95638435
0.44688672	-3.94003838
0.45421273	-3.15809678
0.46153874	-3.42348522
0.46886476	-3.32436240
0.47619077	-2.76082757
0.48351678	-3.01292064
0.49084279	-2.53309865
0.49816880	-2.47569778
0.50549482	-2.59486080
0.51282083	-1.79251855
0.52014684	-2.03884431
0.52747285	-2.23218301
0.53479886	-1.33886147
0.54212487	-2.34502402
0.54945089	-2.22098307
0.55677690	-6.42916843
0.56410291	-2.92781791
0.57142892	-1.31105991
0.57875493	-1.24585014
0.58608095	-1.31036412
0.59340696	-0.47381785
0.60073297	-0.96650146
0.60805898	-0.60076893
0.61538499	-0.16133725
0.62271100	-0.83579490
0.63003702	-0.07445074
0.63736303	-0.25525139
0.64468904	-0.45457226
0.65201505	0.00000000
0.65934106	-0.44389995
0.66666708	-0.14168281
0.67399309	-0.23461047
0.68131910	-0.56053273
0.68864511	-0.08073445
0.69597112	-0.41248948
0.70329713	-0.38105634
0.71062315	-0.26432615
0.71794916	-0.50559785
0.72527517	-0.29721391
0.73260118	-0.53874645
0.73992719	-0.63871585
0.74725321	-1.49583246
0.75457922	-3.71823447
0.76190523	-0.83688581
0.76923124	-0.99474676
0.77655725	-0.61539305
0.78388326	-0.89933593
0.79120928	-0.69455928
0.79853529	-0.80320498
0.80586130	-0.85957808
0.81318731	-0.69754310
0.82051332	-0.69707098
0.82783934	-0.60699353
0.83516535	-0.51632620
0.84249136	-0.59609963
0.84981737	-0.55736206
0.85714338	-0.48030998
0.86446939	-0.69769314
0.87179541	-0.41937805
0.87912142	-0.54549980
0.88644743	-0.61699629
0.89377344	-0.48356030
0.90109945	-0.73768672
0.90842547	-0.65953554
0.91575148	-0.74838486
0.92307749	-0.75695572
0.93040350	-0.61893465
0.93772951	-0.71950613
0.94505552	-0.85060551
0.95238154	-0.65452324
0.95970755	-0.94586904
0.96703356	-0.87452414
0.97435957	-0.99633431
0.98168558	-1.35311533
0.98901160	-3.08053486
0.99633761	-1.49672090
1.00366362	-1.03480537
1.01098963	-0.86777058
1.01831564	-1.16603518
1.02564165	-0.79178481
1.03296767	-1.15917761
1.04029368	-1.11283828
1.04761969	-1.20880911
1.05494570	-1.25394254
1.06227171	-1.42878037
1.06959773	-1.48894598
1.07692374	-1.92885874
1.08424975	-2.31236236
1.09157576	-4.93230357
1.09890177	-27.32614879
1.10622778	-5.25862987
1.11355380	-7.28917739
1.12087981	-3.62306882
1.12820582	-2.56232128
1.13553183	-2.41668070
1.14285784	-2.61264365
1.15018386	-4.34279293
1.15750987	-8.07564987
1.16483588	-28.22893813
1.17216189	-5.14494053
1.17948790	-3.07304383
1.18681391	-2.59586927
1.19413993	-2.88001644
1.20146594	-3.32363308
1.20879195	-8.57127254
1.21611796	-4.00703670
1.22344397	-4.06009596
1.23076999	-7.58758821
1.23809600	-3.56311895
1.24542201	-3.22395738
1.25274802	-2.93981790
1.26007403	-3.06456925
1.26740004	-2.99762240
1.27472606	-3.03030753
1.28205207	-3.27836893
1.28937808	-3.14803195
1.29670409	-3.37797437
1.30403010	-3.54273274
1.31135612	-3.55459242
1.31868213	-4.11253204
1.32600814	-4.40793971
1.33333415	-3.98671774
1.34066016	-4.36209887
1.34798617	-4.10017100
1.35531219	-4.62565425
1.36263820	-4.40796717
1.36996421	-4.63094544
1.37729022	-4.68142683
1.38461623	-4.79509829
1.39194225	-5.18273484
1.39926826	-5.53562948
1.40659427	-8.86039605
1.41392028	-19.40116272
1.42124629	-7.00177059
1.42857230	-6.24209865
1.43589832	-5.87736315
1.44322433	-6.26174513
1.45055034	-6.13205539
1.45787635	-6.25298721
1.46520236	-6.40344010
1.47252838	-6.39244865
1.47985439	-6.59400644
1.48718040	-6.53167760
1.49450641	-6.67164173
1.50183242	-6.59892499
1.50915843	-6.88926766
1.51648445	-6.92769037
1.52381046	-7.34797341
1.53113647	-7.40090014
1.53846248	-7.64345958
1.54578849	-8.06014669
1.55311451	-7.91187229
1.56044052	-8.34081289
1.56776653	-8.18389933
1.57509254	-8.52776098
1.58241855	-8.53427340
1.58974456	-8.78758519
1.59707058	-10.00456292
1.60439659	-16.65873199
1.61172260	-10.34117619
1.61904861	-9.89071606
1.62637462	-9.66980275
1.63370064	-10.32698991
1.64102665	-10.66337770
1.64835266	-11.62864594
1.65567867	-15.55722870
1.66300468	-32.56331303
1.67033069	-33.54627923
1.67765671	-24.50788943
1.68498272	-15.20064021
1.69230873	-13.42242476
1.69963474	-13.52148511
1.70696075	-14.85849326
1.71428677	-26.70375982
1.72161278	-30.38046139
1.72893879	-16.56394245
1.73626480	-13.75250664
1.74359081	-13.59652696
1.75091682	-13.55057323
1.75824284	-14.62223363
1.76556885	-17.52615085
1.77289486	-14.47779289
1.78022087	-14.84492731
1.78754688	-14.97269346
1.79487290	-20.21247171
1.80219891	-20.24709689
1.80952492	-15.52222520
1.81685093	-15.47252717
1.82417694	-15.31573192
1.83150295	-15.50632648
1.83882897	-15.79590928
1.84615498	-16.03031471
1.85348099	-16.49197702
1.86080700	-17.72310696
1.86813301	-28.79845705
1.87545903	-21.41527588
1.88278504	-17.79665439
1.89011105	-17.47509238
1.89743706	-17.33658556
1.90476307	-17.63875208
1.91208908	-18.52772644
1.91941510	-27.95624433
1.92674111	-21.96423218
1.93406712	-18.77056158
1.94139313	-18.39245201
1.94871914	-18.61539540
1.95604516	-18.61272632
1.96337117	-19.00093634
1.97069718	-18.96875533
1.97802319	-19.15413415
1.98534920	-19.34087002
1.99267521	-19.51523628
2.00000123	-19.90536162
2.00732724	-19.87339450
2.01465325	-20.76129822
2.02197926	-20.95977786
2.02930527	-20.68508853
2.03663129	-22.34601138
2.04395730	-30.38447151
2.05128331	-21.53649040
2.05860932	-21.59399738
2.06593533	-21.20773853
2.07326134	-24.74600376
2.08058736	-24.90348557
2.08791337	-21.82396306
2.09523938	-21.99948972
2.10256539	-21.95828555
2.10989140	-22.36229332
2.11721742	-22.54225628
2.12454343	-22.66016125
2.13186944	-22.85419200
2.13919545	-23.03666417
2.14652146	-23.56371546
2.15384747	-24.15088113
2.16117349	-28.62050015
2.16849950	-38.18739649
2.17582551	-29.29629992
2.18315152	-25.94744377
2.19047753	-27.86978464
2.19780355	-35.91335119
2.20512956	-31.82501501
2.21245557	-28.44519447
2.21978158	-33.39390166
2.22710759	-35.05940333
2.23443360	-28.19613047
2.24175962	-27.83109196
2.24908563	-28.14709632
2.25641164	-29.19882663
2.26373765	-36.06964968
2.27106366	-33.75791990
2.27838968	-27.95437451
2.28571569	-27.83345737
2.29304170	-27.78615509
2.30036771	-28.30292390
2.30769372	-28.53060739
2.31501973	-29.64847953
2.32234575	-30.60701734
2.32967176	-30.62688588
2.33699777	-31.01608094
2.34432378	-38.61075998
2.35164979	-35.97782486
2.35897581	-32.32403148
2.36630182	-41.38284968
2.37362783	-36.98858425
2.38095384	-33.73240498
2.38827985	-38.44783126
2.39560586	-38.99542600
2.40293188	-32.88921988
2.41025789	-31.38407831
2.41758390	-32.27309675
2.42490991	-32.59007427
2.43223592	-34.77498218
2.43956194	-33.42642178
2.44688795	-35.33824525
2.45421396	-36.73815202
2.46153997	-41.75242056
2.46886598	-37.86316503
2.47619199	-32.86634324
2.48351801	-32.53100742
