# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.20000000 ps, Average over 10 waveforms. Timestamp: 2024-12-22T20:48:50
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-166.14750458	-0.00048173
-166.11417127	-0.00086895
-166.08083796	0.00007357
-166.04750464	-0.00021179
-166.01417133	0.00032584
-165.98083802	-0.00067051
-165.94750470	-0.00059080
-165.91417139	0.00014145
-165.88083808	-0.00035680
-165.84750477	-0.00016258
-165.81417145	-0.00025688
-165.78083814	-0.00036362
-165.74750483	-0.00050587
-165.71417151	-0.00031313
-165.68083820	-0.00057984
-165.64750489	-0.00053343
-165.61417157	0.00050122
-165.58083826	0.00004792
-165.54750495	-0.00025787
-165.51417164	0.00031965
-165.48083832	0.00107224
-165.44750501	0.00010862
-165.41417170	0.00064237
-165.38083838	0.00095227
-165.34750507	0.00039903
-165.31417176	-0.00020547
-165.28083845	0.00077937
-165.24750513	-0.00026497
-165.21417182	0.00042909
-165.18083851	0.00083159
-165.14750519	0.00085491
-165.11417188	0.00021761
-165.08083857	-0.00008094
-165.04750526	0.00018398
-165.01417194	0.00050740
-164.98083863	0.00037618
-164.94750532	-0.00020792
-164.91417200	0.00067190
-164.88083869	0.00083911
-164.84750538	-0.00026765
-164.81417207	0.00086331
-164.78083875	0.00050315
-164.74750544	0.00061601
-164.71417213	0.00045707
-164.68083881	0.00088840
-164.64750550	0.00013371
-164.61417219	0.00021115
-164.58083888	0.00078404
-164.54750556	0.00125272
-164.51417225	0.00006735
-164.48083894	0.00018366
-164.44750562	0.00050920
-164.41417231	0.00022232
-164.38083900	0.00069339
-164.34750568	0.00010561
-164.31417237	0.00037328
-164.28083906	0.00143614
-164.24750575	0.00122401
-164.21417243	0.00016939
-164.18083912	0.00111459
-164.14750581	0.00062949
-164.11417249	0.00016687
-164.08083918	-0.00006482
-164.04750587	0.00046441
-164.01417256	0.00045950
-163.98083924	0.00070902
-163.94750593	0.00070438
-163.91417262	0.00050306
-163.88083930	0.00044234
-163.84750599	-0.00003499
-163.81417268	-0.00017057
-163.78083937	0.00041480
-163.74750605	0.00070359
-163.71417274	0.00038957
-163.68083943	0.00076349
-163.64750611	0.00051958
-163.61417280	0.00097678
-163.58083949	0.00058456
-163.54750618	0.00094299
-163.51417286	0.00048368
-163.48083955	0.00121881
-163.44750624	0.00047540
-163.41417292	0.00090341
-163.38083961	0.00050291
-163.34750630	0.00065538
-163.31417299	0.00059369
-163.28083967	0.00061967
-163.24750636	0.00060424
-163.21417305	0.00072953
-163.18083973	0.00071427
-163.14750642	0.00083387
-163.11417311	0.00101125
-163.08083980	0.00112907
-163.04750648	0.00148424
-163.01417317	0.00157995
-162.98083986	0.00133867
-162.94750654	0.00091753
-162.91417323	0.00102466
-162.88083992	0.00084151
-162.84750660	0.00141940
-162.81417329	0.00093747
-162.78083998	0.00132516
-162.74750667	0.00017168
-162.71417335	0.00115790
-162.68084004	0.00059458
-162.64750673	0.00059878
-162.61417341	0.00099710
-162.58084010	0.00094275
-162.54750679	0.00166932
-162.51417348	0.00098095
-162.48084016	0.00130333
-162.44750685	0.00100063
-162.41417354	0.00047394
-162.38084022	-0.00007549
-162.34750691	0.00064764
-162.31417360	0.00120187
-162.28084029	0.00090636
-162.24750697	0.00061234
-162.21417366	0.00078822
-162.18084035	0.00132758
-162.14750703	0.00085515
-162.11417372	0.00119032
-162.08084041	0.00070668
-162.04750710	0.00084782
-162.01417378	0.00075663
-161.98084047	0.00059765
-161.94750716	0.00104337
-161.91417384	0.00134044
-161.88084053	0.00131038
-161.84750722	0.00118933
-161.81417391	0.00091488
-161.78084059	0.00062159
-161.74750728	0.00102827
-161.71417397	0.00100531
-161.68084065	0.00098962
-161.64750734	0.00144354
-161.61417403	0.00056647
-161.58084071	0.00108162
-161.54750740	0.00153134
-161.51417409	0.00109489
-161.48084078	0.00183123
-161.44750746	0.00151373
-161.41417415	0.00128175
-161.38084084	0.00145963
-161.34750752	0.00170408
-161.31417421	0.00086542
-161.28084090	0.00050770
-161.24750759	0.00079784
-161.21417427	0.00079941
-161.18084096	0.00049080
-161.14750765	0.00047588
-161.11417433	0.00057488
-161.08084102	0.00127811
-161.04750771	0.00135474
-161.01417440	0.00118784
-160.98084108	0.00060389
-160.94750777	0.00000561
-160.91417446	0.00092636
-160.88084114	0.00083298
-160.84750783	0.00067900
-160.81417452	0.00072729
-160.78084121	0.00028704
-160.74750789	-0.00011664
-160.71417458	0.00086551
-160.68084127	-0.00036463
-160.64750795	-0.00036770
-160.61417464	0.00022366
-160.58084133	0.00071278
-160.54750802	0.00058226
-160.51417470	-0.00009151
-160.48084139	0.00017624
-160.44750808	0.00075743
-160.41417476	0.00001145
-160.38084145	-0.00053523
-160.34750814	0.00117283
-160.31417483	0.00011089
-160.28084151	0.00042416
-160.24750820	0.00086547
-160.21417489	0.00048689
-160.18084157	0.00068704
-160.14750826	0.00056574
-160.11417495	0.00100063
-160.08084163	0.00140044
-160.04750832	0.00046095
-160.01417501	-0.00024479
-159.98084170	0.00088464
-159.94750838	0.00080655
-159.91417507	0.00052677
-159.88084176	0.00063829
-159.84750844	0.00102995
-159.81417513	0.00037007
-159.78084182	-0.00014950
-159.74750851	-0.00011942
-159.71417519	0.00022507
-159.68084188	0.00043744
-159.64750857	-0.00032210
-159.61417525	-0.00020050
-159.58084194	-0.00032016
-159.54750863	0.00007605
-159.51417532	0.00012988
-159.48084200	-0.00025182
-159.44750869	0.00014693
-159.41417538	-0.00014028
-159.38084206	0.00001563
-159.34750875	-0.00028182
-159.31417544	-0.00070860
-159.28084213	-0.00046712
-159.24750881	-0.00047594
-159.21417550	-0.00069354
-159.18084219	-0.00049626
-159.14750887	-0.00031763
-159.11417556	-0.00034578
-159.08084225	-0.00054728
-159.04750894	-0.00050896
-159.01417562	-0.00079939
-158.98084231	-0.00010465
-158.94750900	0.00001396
-158.91417568	-0.00020333
-158.88084237	-0.00021711
-158.84750906	-0.00045336
-158.81417575	-0.00050496
-158.78084243	-0.00047851
-158.74750912	-0.00073136
-158.71417581	-0.00053071
-158.68084249	-0.00056359
-158.64750918	-0.00058660
-158.61417587	-0.00001027
-158.58084255	0.00005158
-158.54750924	0.00018833
-158.51417593	-0.00106247
-158.48084262	-0.00121450
-158.44750930	-0.00147943
-158.41417599	-0.00112566
-158.38084268	-0.00107785
-158.34750936	-0.00179338
-158.31417605	-0.00059109
-158.28084274	-0.00174730
-158.24750943	-0.00144739
-158.21417611	-0.00046503
-158.18084280	-0.00081108
-158.14750949	-0.00125582
-158.11417617	-0.00217249
-158.08084286	-0.00099039
-158.04750955	-0.00139819
-158.01417624	-0.00059198
-157.98084292	-0.00128403
-157.94750961	-0.00137546
-157.91417630	-0.00149364
-157.88084298	-0.00139747
-157.84750967	-0.00117924
-157.81417636	-0.00118433
-157.78084305	-0.00129336
-157.74750973	-0.00086570
-157.71417642	-0.00134369
-157.68084311	-0.00109428
-157.64750979	-0.00122214
-157.61417648	-0.00138353
-157.58084317	-0.00077939
-157.54750986	-0.00152890
-157.51417654	-0.00115062
-157.48084323	-0.00159419
-157.44750992	-0.00120548
-157.41417660	-0.00114023
-157.38084329	-0.00077220
-157.34750998	-0.00073652
-157.31417666	-0.00073010
-157.28084335	-0.00154711
-157.24751004	-0.00127487
-157.21417673	-0.00191591
-157.18084341	-0.00128412
-157.14751010	-0.00115840
-157.11417679	-0.00103255
-157.08084347	-0.00101930
-157.04751016	-0.00084264
-157.01417685	-0.00098946
-156.98084354	-0.00149373
-156.94751022	-0.00093513
-156.91417691	-0.00097117
-156.88084360	-0.00105390
-156.84751028	-0.00165300
-156.81417697	-0.00136529
-156.78084366	-0.00247843
-156.74751035	-0.00091715
-156.71417703	-0.00120400
-156.68084372	-0.00131471
-156.64751041	-0.00089502
-156.61417709	-0.00165364
-156.58084378	-0.00180799
-156.54751047	-0.00099347
-156.51417716	-0.00147074
-156.48084384	-0.00188339
-156.44751053	-0.00173215
-156.41417722	-0.00139156
-156.38084390	-0.00108963
-156.34751059	-0.00186099
-156.31417728	-0.00092340
-156.28084397	-0.00210946
-156.24751065	-0.00181439
-156.21417734	-0.00160300
-156.18084403	-0.00160057
