# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.20000000 ps, Average over 10 waveforms. Timestamp: 2024-12-22T20:26:02
# Window type: Blackman, parameters: total slope amount = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
0.00000000	-18.08218974
0.00732601	-17.68457748
0.01465202	-19.17819170
0.02197804	-19.19879880
0.02930405	-19.54609224
0.03663006	-19.37347351
0.04395607	-19.22480101
0.05128208	-18.89374856
0.05860809	-18.78255652
0.06593411	-18.72562156
0.07326012	-17.76451805
0.08058613	-20.28846066
0.08791214	-17.27515176
0.09523815	-17.38023903
0.10256417	-21.48847317
0.10989018	-18.03287196
0.11721619	-17.69920970
0.12454220	-20.71574867
0.13186821	-19.85284224
0.13919422	-18.43086390
0.14652024	-21.96642791
0.15384625	-20.16310055
0.16117226	-17.95867241
0.16849827	-17.42612919
0.17582428	-20.85147144
0.18315030	-19.02802120
0.19047631	-18.47892386
0.19780232	-17.22280729
0.20512833	-17.31107185
0.21245434	-17.97327731
0.21978035	-15.96680029
0.22710637	-13.84554894
0.23443238	-13.78140434
0.24175839	-15.04712353
0.24908440	-11.87793231
0.25641041	-12.17727383
0.26373643	-12.25948747
0.27106244	-9.54212389
0.27838845	-9.90679633
0.28571446	-10.59451628
0.29304047	-9.09455506
0.30036648	-8.25673861
0.30769250	-9.03616644
0.31501851	-8.96940628
0.32234452	-7.41364347
0.32967053	-6.96197032
0.33699654	-8.40589704
0.34432256	-7.37390194
0.35164857	-6.00646906
0.35897458	-6.66360482
0.36630059	-6.26830107
0.37362660	-5.47871573
0.38095261	-5.37993509
0.38827863	-4.91021654
0.39560464	-4.94977455
0.40293065	-4.72312696
0.41025666	-4.52443349
0.41758267	-4.37320888
0.42490869	-4.32520288
0.43223470	-4.01343062
0.43956071	-3.96587014
0.44688672	-3.94521252
0.45421273	-3.15813040
0.46153874	-3.43019456
0.46886476	-3.33139423
0.47619077	-2.76696646
0.48351678	-3.00249898
0.49084279	-2.53243071
0.49816880	-2.47569691
0.50549482	-2.59067969
0.51282083	-1.78956881
0.52014684	-2.03869932
0.52747285	-2.23613598
0.53479886	-1.33888640
0.54212487	-2.34868130
0.54945089	-2.23334895
0.55677690	-6.48720075
0.56410291	-2.93236349
0.57142892	-1.31606569
0.57875493	-1.23947196
0.58608095	-1.30833322
0.59340696	-0.47119785
0.60073297	-0.96353391
0.60805898	-0.61227304
0.61538499	-0.15588018
0.62271100	-0.85180378
0.63003702	-0.07219265
0.63736303	-0.25886012
0.64468904	-0.45767259
0.65201505	0.00000000
0.65934106	-0.45618597
0.66666708	-0.15473491
0.67399309	-0.25258224
0.68131910	-0.57822529
0.68864511	-0.10118151
0.69597112	-0.44081795
0.70329713	-0.40328953
0.71062315	-0.28817341
0.71794916	-0.53850488
0.72527517	-0.32166079
0.73260118	-0.57144393
0.73992719	-0.65849981
0.74725321	-1.51803539
0.75457922	-3.76279214
0.76190523	-0.85427111
0.76923124	-0.99863687
0.77655725	-0.61691851
0.78388326	-0.89629036
0.79120928	-0.68624728
0.79853529	-0.79587174
0.80586130	-0.85504273
0.81318731	-0.67984551
0.82051332	-0.68336194
0.82783934	-0.58463189
0.83516535	-0.48653368
0.84249136	-0.57298145
0.84981737	-0.53017620
0.85714338	-0.45377800
0.86446939	-0.66544873
0.87179541	-0.38397877
0.87912142	-0.51349774
0.88644743	-0.57867123
0.89377344	-0.44174135
0.90109945	-0.68693754
0.90842547	-0.60688129
0.91575148	-0.70020661
0.92307749	-0.70571157
0.93040350	-0.56715743
0.93772951	-0.66178731
0.94505552	-0.80312716
0.95238154	-0.59895466
0.95970755	-0.89560878
0.96703356	-0.82630761
0.97435957	-0.94905536
0.98168558	-1.29011184
0.98901160	-3.02721620
0.99633761	-1.43832274
1.00366362	-0.96735416
1.01098963	-0.81122883
1.01831564	-1.10761842
1.02564165	-0.73760848
1.03296767	-1.10159675
1.04029368	-1.05167281
1.04761969	-1.13860665
1.05494570	-1.18735047
1.06227171	-1.37384366
1.06959773	-1.43660506
1.07692374	-1.87653696
1.08424975	-2.25365722
1.09157576	-4.90709783
1.09890177	-27.77984398
1.10622778	-5.21574178
1.11355380	-7.24787016
1.12087981	-3.57273296
1.12820582	-2.51699681
1.13553183	-2.36291341
1.14285784	-2.57626951
1.15018386	-4.30799210
1.15750987	-8.07883177
1.16483588	-28.61427963
1.17216189	-5.11417028
1.17948790	-3.00640085
1.18681391	-2.52652313
1.19413993	-2.81677613
1.20146594	-3.25335948
1.20879195	-8.58482884
1.21611796	-3.98184243
1.22344397	-4.01232838
1.23076999	-7.56701856
1.23809600	-3.49629872
1.24542201	-3.14548240
1.25274802	-2.87027777
1.26007403	-2.99875640
1.26740004	-2.93367771
1.27472606	-2.96474028
1.28205207	-3.21524444
1.28937808	-3.07612249
1.29670409	-3.29873576
1.30403010	-3.45896186
1.31135612	-3.48532681
1.31868213	-4.03274617
1.32600814	-4.33928305
1.33333415	-3.90892109
1.34066016	-4.27581603
1.34798617	-4.00801260
1.35531219	-4.52162805
1.36263820	-4.31317849
1.36996421	-4.53341396
1.37729022	-4.60112452
1.38461623	-4.70200435
1.39194225	-5.10036790
1.39926826	-5.45057292
1.40659427	-8.79991469
1.41392028	-19.45805911
1.42124629	-6.94129669
1.42857230	-6.12865715
1.43589832	-5.77476700
1.44322433	-6.14401071
1.45055034	-6.01787523
1.45787635	-6.14876709
1.46520236	-6.30763803
1.47252838	-6.30125392
1.47985439	-6.47094512
1.48718040	-6.41707801
1.49450641	-6.55535076
1.50183242	-6.48540609
1.50915843	-6.77402715
1.51648445	-6.81715555
1.52381046	-7.23445070
1.53113647	-7.28524047
1.53846248	-7.52186159
1.54578849	-7.91489956
1.55311451	-7.79558221
1.56044052	-8.21794529
1.56776653	-8.07223099
1.57509254	-8.41684042
1.58241855	-8.41144689
1.58974456	-8.67142860
1.59707058	-9.90026569
1.60439659	-16.57718596
1.61172260	-10.22049957
1.61904861	-9.75795533
1.62637462	-9.53377294
1.63370064	-10.20059020
1.64102665	-10.52965708
1.64835266	-11.53772751
1.65567867	-15.52244822
1.66300468	-32.93885206
1.67033069	-33.92750016
1.67765671	-24.60445180
1.68498272	-15.08650156
1.69230873	-13.28083167
1.69963474	-13.39483124
1.70696075	-14.72629420
1.71428677	-26.71063144
1.72161278	-30.55539011
1.72893879	-16.47769882
1.73626480	-13.60105210
1.74359081	-13.41395095
1.75091682	-13.36941955
1.75824284	-14.44564345
1.76556885	-17.44516624
1.77289486	-14.35316099
1.78022087	-14.70192515
1.78754688	-14.82747741
1.79487290	-20.09350817
1.80219891	-20.08404218
1.80952492	-15.34796520
1.81685093	-15.29308577
1.82417694	-15.12508983
1.83150295	-15.32590942
1.83882897	-15.62608870
1.84615498	-15.88136867
1.85348099	-16.33297137
1.86080700	-17.56779661
1.86813301	-28.49676874
1.87545903	-21.33395227
1.88278504	-17.68463244
1.89011105	-17.31805607
1.89743706	-17.15627471
1.90476307	-17.47015157
1.91208908	-18.33824865
1.91941510	-27.72168039
1.92674111	-21.84615169
1.93406712	-18.60533437
1.94139313	-18.21092113
1.94871914	-18.40463381
1.95604516	-18.41024563
1.96337117	-18.78661466
1.97069718	-18.79081220
1.97802319	-18.95509383
1.98534920	-19.23178474
1.99267521	-19.27106769
2.00000123	-19.69078251
2.00732724	-19.62744083
2.01465325	-20.56182778
2.02197926	-20.80741689
2.02930527	-20.53838241
2.03663129	-22.13662788
2.04395730	-30.29766233
2.05128331	-21.42003445
2.05860932	-21.42182911
2.06593533	-20.97687931
2.07326134	-24.48494240
2.08058736	-24.73832728
2.08791337	-21.56720821
2.09523938	-21.77345505
2.10256539	-21.77783950
2.10989140	-22.10938895
2.11721742	-22.25395261
2.12454343	-22.44592834
2.13186944	-22.65682427
2.13919545	-22.75135063
2.14652146	-23.33885602
2.15384747	-23.88664831
2.16117349	-28.49924835
2.16849950	-38.30630702
2.17582551	-29.09374741
2.18315152	-25.73007373
2.19047753	-27.63268850
2.19780355	-35.95432348
2.20512956	-31.40982392
2.21245557	-28.12098829
2.21978158	-33.23074012
2.22710759	-34.92272665
2.23443360	-28.02305356
2.24175962	-27.48944481
2.24908563	-27.95485881
2.25641164	-28.97300873
2.26373765	-35.99597163
2.27106366	-33.93361252
2.27838968	-27.73031882
2.28571569	-27.58396175
2.29304170	-27.50522115
2.30036771	-28.02896545
2.30769372	-28.25761796
2.31501973	-29.35657405
2.32234575	-30.22808824
2.32967176	-30.52924062
2.33699777	-30.76090642
2.34432378	-38.05201597
2.35164979	-35.84961048
2.35897581	-32.10959292
2.36630182	-40.74694722
2.37362783	-36.67547460
2.38095384	-33.26591318
2.38827985	-38.18245239
2.39560586	-39.24386537
2.40293188	-32.83424851
2.41025789	-31.20957789
2.41758390	-32.14014781
2.42490991	-32.31448259
2.43223592	-34.38074799
2.43956194	-33.13693577
2.44688795	-34.85591086
2.45421396	-35.89751647
2.46153997	-41.23754683
2.46886598	-38.11072706
2.47619199	-32.81110927
2.48351801	-32.33586009
2.49084402	-32.59213151
2.49817003	-33.02713340
2.50549604	-33.13184221
2.51282205	-33.71170417
2.52014807	-33.51611472
2.52747408	-33.88646471
2.53480009	-33.90832663
2.54212610	-34.55886732
2.54945211	-34.59467855
2.55677812	-35.01381467
2.56410414	-35.60711822
2.57143015	-37.22478189
2.57875616	-36.11586523
2.58608217	-35.95060026
2.59340818	-36.45643535
2.60073420	-36.20426689
2.60806021	-36.10440931
2.61538622	-35.68697725
2.62271223	-35.16263918
2.63003824	-37.67061606
2.63736425	-45.53894174
2.64469027	-42.97982673
2.65201628	-49.29854217
2.65934229	-37.68011574
2.66666830	-37.84808995
2.67399431	-35.10423000
2.68132033	-35.29092296
2.68864634	-41.87924292
2.69597235	-34.85972721
2.70329836	-34.06211823
2.71062437	-34.54051315
2.71795038	-34.94617039
2.72527640	-35.58022480
2.73260241	-36.49696956
2.73992842	-37.66378892
2.74725443	-39.23379187
2.75458044	-40.16802641
2.76190646	-39.93366238
2.76923247	-41.80549740
2.77655848	-46.39545023
2.78388449	-49.98462755
2.79121050	-40.02253914
2.79853651	-34.73132116
2.80586253	-34.26049826
2.81318854	-33.81500659
2.82051455	-33.98284677
2.82784056	-34.01909633
2.83516657	-34.22284701
2.84249259	-34.58078758
2.84981860	-35.09227698
2.85714461	-35.38601883
2.86447062	-36.43500507
2.87179663	-38.01790911
2.87912264	-55.93583683
2.88644866	-44.39662444
2.89377467	-36.93095014
2.90110068	-34.47496242
