# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.20000000 ps, Average over 10 waveforms. Timestamp: 2024-12-22T20:34:15
# Window type: Blackman, parameters: total slope amount = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
0.00000000	-18.54639167
0.00732601	-17.51081894
0.01465202	-19.59380402
0.02197804	-19.16650932
0.02930405	-19.85043122
0.03663006	-19.53800831
0.04395607	-19.57214375
0.05128208	-19.17007210
0.05860809	-19.15757662
0.06593411	-19.20724817
0.07326012	-17.93032798
0.08058613	-20.69221857
0.08791214	-17.38125400
0.09523815	-17.54707089
0.10256417	-21.78346973
0.10989018	-18.10547987
0.11721619	-17.86964862
0.12454220	-20.84661591
0.13186821	-20.09871433
0.13919422	-18.42515922
0.14652024	-21.99691577
0.15384625	-20.29839058
0.16117226	-18.02019050
0.16849827	-17.34864392
0.17582428	-20.69436796
0.18315030	-18.99169322
0.19047631	-18.34670018
0.19780232	-17.09615775
0.20512833	-17.21582540
0.21245434	-17.83180748
0.21978035	-15.87036626
0.22710637	-13.72687130
0.23443238	-13.64837957
0.24175839	-14.91699196
0.24908440	-11.76895843
0.25641041	-12.06873501
0.26373643	-12.19346361
0.27106244	-9.50533831
0.27838845	-9.83848707
0.28571446	-10.50646043
0.29304047	-9.03140995
0.30036648	-8.17653099
0.30769250	-8.95268810
0.31501851	-8.89157406
0.32234452	-7.35300850
0.32967053	-6.89607927
0.33699654	-8.35689503
0.34432256	-7.33735904
0.35164857	-5.96333728
0.35897458	-6.60830624
0.36630059	-6.21668279
0.37362660	-5.43740499
0.38095261	-5.32726916
0.38827863	-4.85851917
0.39560464	-4.89822069
0.40293065	-4.65802138
0.41025666	-4.45832174
0.41758267	-4.32566355
0.42490869	-4.27588602
0.43223470	-3.97376401
0.43956071	-3.92385880
0.44688672	-3.90617125
0.45421273	-3.11462045
0.46153874	-3.38897003
0.46886476	-3.27930709
0.47619077	-2.72204400
0.48351678	-2.96187176
0.49084279	-2.50016975
0.49816880	-2.43307599
0.50549482	-2.56449344
0.51282083	-1.76020990
0.52014684	-2.00156689
0.52747285	-2.19963653
0.53479886	-1.31335840
0.54212487	-2.31419808
0.54945089	-2.19009545
0.55677690	-6.36176433
0.56410291	-2.90260263
0.57142892	-1.29358499
0.57875493	-1.22314821
0.58608095	-1.29336536
0.59340696	-0.45874377
0.60073297	-0.94041257
0.60805898	-0.60330928
0.61538499	-0.14491070
0.62271100	-0.84285377
0.63003702	-0.07187714
0.63736303	-0.25549296
0.64468904	-0.46275674
0.65201505	0.00000000
0.65934106	-0.46866998
0.66666708	-0.16485468
0.67399309	-0.25968764
0.68131910	-0.59760851
0.68864511	-0.12252266
0.69597112	-0.46002031
0.70329713	-0.42815091
0.71062315	-0.30760520
0.71794916	-0.56092293
0.72527517	-0.34281055
0.73260118	-0.58832795
0.73992719	-0.67693136
0.74725321	-1.51500405
0.75457922	-3.73288884
0.76190523	-0.86854655
0.76923124	-1.01876378
0.77655725	-0.64610171
0.78388326	-0.92158222
0.79120928	-0.71215762
0.79853529	-0.81907810
0.80586130	-0.87585952
0.81318731	-0.70298227
0.82051332	-0.70339724
0.82783934	-0.60853732
0.83516535	-0.51667823
0.84249136	-0.59747122
0.84981737	-0.55681059
0.85714338	-0.49089882
0.86446939	-0.69336496
0.87179541	-0.41421907
0.87912142	-0.53825229
0.88644743	-0.61352650
0.89377344	-0.47402601
0.90109945	-0.71953194
0.90842547	-0.64326437
0.91575148	-0.72503204
0.92307749	-0.74380462
0.93040350	-0.59961078
0.93772951	-0.69925734
0.94505552	-0.83466479
0.95238154	-0.64119417
0.95970755	-0.93832104
0.96703356	-0.85982579
0.97435957	-0.98960509
0.98168558	-1.32347675
0.98901160	-3.03999063
0.99633761	-1.47664307
1.00366362	-1.03082377
1.01098963	-0.86679142
1.01831564	-1.16458032
1.02564165	-0.80186459
1.03296767	-1.15427205
1.04029368	-1.10281275
1.04761969	-1.20541592
1.05494570	-1.25050478
1.06227171	-1.43289981
1.06959773	-1.51574973
1.07692374	-1.93175995
1.08424975	-2.31081066
1.09157576	-4.90423383
1.09890177	-27.54778873
1.10622778	-5.22492852
1.11355380	-7.27270088
1.12087981	-3.62628514
1.12820582	-2.56195900
1.13553183	-2.44249016
1.14285784	-2.63532426
1.15018386	-4.32462013
1.15750987	-8.05479780
1.16483588	-28.13695779
1.17216189	-5.15734170
1.17948790	-3.09053108
1.18681391	-2.58440909
1.19413993	-2.88828653
1.20146594	-3.32865281
1.20879195	-8.58418081
1.21611796	-4.04898268
1.22344397	-4.08244414
1.23076999	-7.60021452
1.23809600	-3.57007423
1.24542201	-3.25257556
1.25274802	-2.96520642
1.26007403	-3.07918058
1.26740004	-3.05396949
1.27472606	-3.06950601
1.28205207	-3.30070860
1.28937808	-3.18903353
1.29670409	-3.40403354
1.30403010	-3.55268042
1.31135612	-3.58994478
1.31868213	-4.15448943
1.32600814	-4.45942459
1.33333415	-4.02346348
1.34066016	-4.40753535
1.34798617	-4.12418849
1.35531219	-4.63954060
1.36263820	-4.45180664
1.36996421	-4.64749533
1.37729022	-4.70697568
1.38461623	-4.82605036
1.39194225	-5.20960294
1.39926826	-5.55041189
1.40659427	-8.83553980
1.41392028	-19.65564503
1.42124629	-7.04930533
1.42857230	-6.27307554
1.43589832	-5.89829285
1.44322433	-6.28329203
1.45055034	-6.15860463
1.45787635	-6.27205849
1.46520236	-6.43281855
1.47252838	-6.41152840
1.47985439	-6.61488548
1.48718040	-6.56237531
1.49450641	-6.70048400
1.50183242	-6.60951817
1.50915843	-6.92492960
1.51648445	-6.96832968
1.52381046	-7.37752128
1.53113647	-7.43735150
1.53846248	-7.68063670
1.54578849	-8.09416346
1.55311451	-7.95152450
1.56044052	-8.38617569
1.56776653	-8.24618952
1.57509254	-8.59486980
1.58241855	-8.57678115
1.58974456	-8.84400816
1.59707058	-10.04324154
1.60439659	-16.68680534
1.61172260	-10.38122762
1.61904861	-9.94090392
1.62637462	-9.72758647
1.63370064	-10.38109426
1.64102665	-10.69020585
1.64835266	-11.67557693
1.65567867	-15.49116909
1.66300468	-31.99524049
1.67033069	-33.51959597
1.67765671	-24.21876222
1.68498272	-15.11151023
1.69230873	-13.38882730
1.69963474	-13.54380111
1.70696075	-14.84954757
1.71428677	-26.55348185
1.72161278	-30.40962666
1.72893879	-16.58195859
1.73626480	-13.72751740
1.74359081	-13.56579388
1.75091682	-13.57031879
1.75824284	-14.58675612
1.76556885	-17.62756289
1.77289486	-14.54233250
1.78022087	-14.91283773
1.78754688	-15.03182346
1.79487290	-20.20899441
1.80219891	-20.36187233
1.80952492	-15.53927769
1.81685093	-15.47971149
1.82417694	-15.35019659
1.83150295	-15.55787579
1.83882897	-15.87908721
1.84615498	-16.09373284
1.85348099	-16.54780305
1.86080700	-17.73770073
1.86813301	-28.36522641
1.87545903	-21.63010127
1.88278504	-17.91349717
1.89011105	-17.56385620
1.89743706	-17.35975298
1.90476307	-17.69831318
1.91208908	-18.55603150
1.91941510	-27.71037932
1.92674111	-22.15911219
1.93406712	-18.84534702
1.94139313	-18.45423669
1.94871914	-18.68165718
1.95604516	-18.67377141
1.96337117	-19.02664909
1.97069718	-19.05021975
1.97802319	-19.19587655
1.98534920	-19.46270058
1.99267521	-19.54730293
2.00000123	-19.96918081
2.00732724	-19.92889261
2.01465325	-20.82653108
2.02197926	-21.03036434
2.02930527	-20.81030031
2.03663129	-22.35062222
2.04395730	-30.71736423
2.05128331	-21.64494333
2.05860932	-21.65722943
2.06593533	-21.19290185
2.07326134	-24.74035801
2.08058736	-25.04093232
2.08791337	-21.90288042
2.09523938	-22.11481676
2.10256539	-22.08104309
2.10989140	-22.43056516
2.11721742	-22.63510770
2.12454343	-22.69117358
2.13186944	-22.95892622
2.13919545	-23.03805797
2.14652146	-23.59483765
2.15384747	-24.13740313
2.16117349	-28.49967443
2.16849950	-38.40254719
2.17582551	-29.48862809
2.18315152	-26.05746651
2.19047753	-27.83101288
2.19780355	-35.77250957
2.20512956	-31.87606101
2.21245557	-28.51565730
2.21978158	-33.44119109
2.22710759	-35.02424731
2.23443360	-28.42151550
2.24175962	-27.88707428
2.24908563	-28.18619731
2.25641164	-29.05579896
2.26373765	-35.69752506
2.27106366	-33.84923989
2.27838968	-28.03822427
2.28571569	-27.93230410
2.29304170	-27.82944799
2.30036771	-28.51807386
2.30769372	-28.41015482
2.31501973	-29.61062900
2.32234575	-30.80431875
2.32967176	-30.90686243
2.33699777	-31.13376778
2.34432378	-38.77851249
2.35164979	-36.55267201
2.35897581	-32.58001874
2.36630182	-41.30952383
2.37362783	-37.22395331
2.38095384	-33.88831135
2.38827985	-38.50042227
2.39560586	-39.05075445
2.40293188	-33.08141927
2.41025789	-31.59776904
2.41758390	-32.29768834
2.42490991	-32.61637854
2.43223592	-35.02080135
2.43956194	-33.44317149
2.44688795	-35.63991259
2.45421396	-36.05366745
2.46153997	-41.30571415
2.46886598	-38.72043696
2.47619199	-33.03919431
2.48351801	-32.67073794
