# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.20000000 ps, Average over 10 waveforms. Timestamp: 2024-12-22T20:07:54
# Window type: Blackman, parameters: total slope amount = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
0.00000000	-18.93445781
0.00732601	-17.57845607
0.01465202	-19.61528746
0.02197804	-19.01427076
0.02930405	-19.85012208
0.03663006	-19.28139567
0.04395607	-19.28018892
0.05128208	-18.95389797
0.05860809	-18.95221638
0.06593411	-19.06279831
0.07326012	-17.85103535
0.08058613	-20.45278794
0.08791214	-17.41313242
0.09523815	-17.48767791
0.10256417	-21.56427404
0.10989018	-18.10444860
0.11721619	-17.89182463
0.12454220	-20.96599271
0.13186821	-19.94258555
0.13919422	-18.56168779
0.14652024	-22.20966349
0.15384625	-20.24616912
0.16117226	-18.11222777
0.16849827	-17.63689718
0.17582428	-21.14255080
0.18315030	-19.21470262
0.19047631	-18.61589235
0.19780232	-17.44985804
0.20512833	-17.43182769
0.21245434	-18.09412337
0.21978035	-16.08283494
0.22710637	-13.93569054
0.23443238	-13.84038580
0.24175839	-15.20196104
0.24908440	-11.92753528
0.25641041	-12.26491730
0.26373643	-12.36654776
0.27106244	-9.62321692
0.27838845	-9.99619641
0.28571446	-10.66426780
0.29304047	-9.18370478
0.30036648	-8.33282103
0.30769250	-9.13484778
0.31501851	-9.00475170
0.32234452	-7.50938946
0.32967053	-7.03695142
0.33699654	-8.46223238
0.34432256	-7.45134582
0.35164857	-6.09200729
0.35897458	-6.70347607
0.36630059	-6.35223485
0.37362660	-5.53225114
0.38095261	-5.43921187
0.38827863	-4.95346810
0.39560464	-4.99155409
0.40293065	-4.75289362
0.41025666	-4.55989600
0.41758267	-4.40050508
0.42490869	-4.35012963
0.43223470	-4.04117038
0.43956071	-3.98623642
0.44688672	-3.97488665
0.45421273	-3.17871873
0.46153874	-3.45798859
0.46886476	-3.36048360
0.47619077	-2.79071225
0.48351678	-3.04042603
0.49084279	-2.56770906
0.49816880	-2.50116213
0.50549482	-2.63361763
0.51282083	-1.82182248
0.52014684	-2.07080642
0.52747285	-2.26258089
0.53479886	-1.35624168
0.54212487	-2.37259074
0.54945089	-2.25109126
0.55677690	-6.47883124
0.56410291	-2.96616121
0.57142892	-1.33917428
0.57875493	-1.25918509
0.58608095	-1.32615975
0.59340696	-0.48810541
0.60073297	-0.97891524
0.60805898	-0.61189263
0.61538499	-0.17070772
0.62271100	-0.84487761
0.63003702	-0.07563839
0.63736303	-0.26162646
0.64468904	-0.45089178
0.65201505	0.00000000
0.65934106	-0.43484388
0.66666708	-0.13363204
0.67399309	-0.21929947
0.68131910	-0.53855696
0.68864511	-0.06400288
0.69597112	-0.39196279
0.70329713	-0.35816417
0.71062315	-0.23691305
0.71794916	-0.48428604
0.72527517	-0.27786372
0.73260118	-0.52250624
0.73992719	-0.61900553
0.74725321	-1.48835137
0.75457922	-3.73136599
0.76190523	-0.82704889
0.76923124	-0.98789460
0.77655725	-0.61752216
0.78388326	-0.90062924
0.79120928	-0.69517576
0.79853529	-0.80688325
0.80586130	-0.87138520
0.81318731	-0.70203460
0.82051332	-0.70758086
0.82783934	-0.61678099
0.83516535	-0.52555446
0.84249136	-0.60831906
0.84981737	-0.57666577
0.85714338	-0.50117367
0.86446939	-0.71825031
0.87179541	-0.44016361
0.87912142	-0.57129377
0.88644743	-0.64101215
0.89377344	-0.51087211
0.90109945	-0.76903916
0.90842547	-0.68899908
0.91575148	-0.79031008
0.92307749	-0.79145077
0.93040350	-0.65720242
0.93772951	-0.75018360
0.94505552	-0.88921569
0.95238154	-0.69326868
0.95970755	-0.98588109
0.96703356	-0.91433211
0.97435957	-1.03867004
0.98168558	-1.38714532
0.98901160	-3.12276147
0.99633761	-1.53969089
1.00366362	-1.08528243
1.01098963	-0.91104719
1.01831564	-1.21411954
1.02564165	-0.84470874
1.03296767	-1.20415423
1.04029368	-1.14965740
1.04761969	-1.24917623
1.05494570	-1.29571763
1.06227171	-1.46990740
1.06959773	-1.54906942
1.07692374	-1.98039349
1.08424975	-2.36245511
1.09157576	-5.01464877
1.09890177	-27.71644684
1.10622778	-5.32505648
1.11355380	-7.37752955
1.12087981	-3.66726544
1.12820582	-2.59250228
1.13553183	-2.45784548
1.14285784	-2.64691883
1.15018386	-4.38883887
1.15750987	-8.14532323
1.16483588	-28.17934998
1.17216189	-5.17084971
1.17948790	-3.07221778
1.18681391	-2.59680982
1.19413993	-2.87218081
1.20146594	-3.33932907
1.20879195	-8.58131736
1.21611796	-4.02633523
1.22344397	-4.08843155
1.23076999	-7.62437654
1.23809600	-3.56211955
1.24542201	-3.21896672
1.25274802	-2.92993953
1.26007403	-3.06000105
1.26740004	-3.00617041
1.27472606	-3.04219875
1.28205207	-3.28408326
1.28937808	-3.16016868
1.29670409	-3.38508091
1.30403010	-3.53946615
1.31135612	-3.57624785
1.31868213	-4.14415241
1.32600814	-4.43144719
1.33333415	-4.01339738
1.34066016	-4.38524752
