# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.20000000 ps, Average over 10 waveforms. Timestamp: 2024-12-22T20:40:59
# Window type: Blackman, parameters: total slope amount = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
0.00000000	-19.60053734
0.00732601	-17.42943780
0.01465202	-19.53400158
0.02197804	-19.03568160
0.02930405	-19.88725277
0.03663006	-19.35896101
0.04395607	-19.43637476
0.05128208	-18.97141169
0.05860809	-19.06221858
0.06593411	-19.03842460
0.07326012	-17.86225283
0.08058613	-20.59397476
0.08791214	-17.37134355
0.09523815	-17.54858737
0.10256417	-21.71630939
0.10989018	-18.23006530
0.11721619	-17.78149250
0.12454220	-20.77189043
0.13186821	-19.93533240
0.13919422	-18.28843226
0.14652024	-21.91827803
0.15384625	-20.23517674
0.16117226	-17.98749619
0.16849827	-17.24280775
0.17582428	-20.64685984
0.18315030	-18.94657908
0.19047631	-18.27742923
0.19780232	-17.01302729
0.20512833	-17.19966175
0.21245434	-17.74626255
0.21978035	-15.80279595
0.22710637	-13.67797293
0.23443238	-13.64045665
0.24175839	-14.83765115
0.24908440	-11.73559832
0.25641041	-12.02077297
0.26373643	-12.15525359
0.27106244	-9.45705006
0.27838845	-9.79544986
0.28571446	-10.47879316
0.29304047	-9.01467370
0.30036648	-8.16733698
0.30769250	-8.96187114
0.31501851	-8.87877944
0.32234452	-7.33019536
0.32967053	-6.88349639
0.33699654	-8.32686428
0.34432256	-7.33030814
0.35164857	-5.95321770
0.35897458	-6.61437322
0.36630059	-6.20474691
0.37362660	-5.42232906
0.38095261	-5.32889862
0.38827863	-4.85708390
0.39560464	-4.89782762
0.40293065	-4.66405140
0.41025666	-4.46350255
0.41758267	-4.32887692
0.42490869	-4.28285339
0.43223470	-3.98568881
0.43956071	-3.93624377
0.44688672	-3.91496893
0.45421273	-3.12728593
0.46153874	-3.40565482
0.46886476	-3.29249832
0.47619077	-2.74175502
0.48351678	-2.97460352
0.49084279	-2.50401362
0.49816880	-2.45163464
0.50549482	-2.57208503
0.51282083	-1.77601866
0.52014684	-2.01041368
0.52747285	-2.21010561
0.53479886	-1.32194327
0.54212487	-2.31170623
0.54945089	-2.18462152
0.55677690	-6.29605218
0.56410291	-2.88315049
0.57142892	-1.29206037
0.57875493	-1.22125512
0.58608095	-1.28408515
0.59340696	-0.45361892
0.60073297	-0.93105575
0.60805898	-0.58729347
0.61538499	-0.13275840
0.62271100	-0.82891136
0.63003702	-0.06233772
0.63736303	-0.25055654
0.64468904	-0.46470068
0.65201505	0.00000000
0.65934106	-0.46557623
0.66666708	-0.15548504
0.67399309	-0.26095521
0.68131910	-0.59131480
0.68864511	-0.12425365
0.69597112	-0.46829804
0.70329713	-0.44072312
0.71062315	-0.32153721
0.71794916	-0.57008626
0.72527517	-0.35531482
0.73260118	-0.60097991
0.73992719	-0.68233373
0.74725321	-1.51632748
0.75457922	-3.70542954
0.76190523	-0.86710624
0.76923124	-1.02029083
0.77655725	-0.64898090
0.78388326	-0.92469184
0.79120928	-0.72405808
0.79853529	-0.82384723
0.80586130	-0.87829695
0.81318731	-0.71352505
0.82051332	-0.71424491
0.82783934	-0.61559543
0.83516535	-0.52271330
0.84249136	-0.60755091
0.84981737	-0.56211877
0.85714338	-0.48961599
0.86446939	-0.70086464
0.87179541	-0.41567993
0.87912142	-0.54400166
0.88644743	-0.61046850
0.89377344	-0.47301754
0.90109945	-0.71424907
0.90842547	-0.63636916
0.91575148	-0.72083092
0.92307749	-0.73648869
0.93040350	-0.59757242
0.93772951	-0.69449607
0.94505552	-0.83349524
0.95238154	-0.63475438
0.95970755	-0.92772024
0.96703356	-0.85079787
0.97435957	-0.97630378
0.98168558	-1.31794578
0.98901160	-3.00514221
0.99633761	-1.47266735
1.00366362	-1.02224105
1.01098963	-0.85779347
1.01831564	-1.16600006
1.02564165	-0.78954828
1.03296767	-1.15193259
1.04029368	-1.10147182
1.04761969	-1.21331144
1.05494570	-1.25594435
1.06227171	-1.41750394
1.06959773	-1.50034020
1.07692374	-1.90655457
1.08424975	-2.29225119
1.09157576	-4.82608885
1.09890177	-27.05134262
1.10622778	-5.18560530
1.11355380	-7.22378373
1.12087981	-3.60158329
1.12820582	-2.56706536
1.13553183	-2.42354291
1.14285784	-2.60426220
1.15018386	-4.29826254
1.15750987	-7.96167078
1.16483588	-27.51790922
1.17216189	-5.10996590
1.17948790	-3.09044930
1.18681391	-2.60311442
1.19413993	-2.89659632
1.20146594	-3.31622478
1.20879195	-8.48670904
1.21611796	-4.02613709
