# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.20000000 ps, Average over 10 waveforms. Timestamp: 2024-12-22T20:07:03
# Window type: Blackman, parameters: total slope amount = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
0.00000000	-17.20096805
0.00732601	-17.72851367
0.01465202	-18.95194173
0.02197804	-19.02571196
0.02930405	-19.42241802
0.03663006	-19.44729758
0.04395607	-19.33372554
0.05128208	-18.98795484
0.05860809	-18.93886616
0.06593411	-18.93901364
0.07326012	-17.84155747
0.08058613	-20.34450984
0.08791214	-17.37054439
0.09523815	-17.40241564
0.10256417	-21.52632728
0.10989018	-18.11292856
0.11721619	-17.80771059
0.12454220	-20.93998601
0.13186821	-19.87321994
0.13919422	-18.53798740
0.14652024	-22.13825906
0.15384625	-20.29628264
0.16117226	-18.08495113
0.16849827	-17.66496607
0.17582428	-21.14755231
0.18315030	-19.20097031
0.19047631	-18.53405044
0.19780232	-17.42861467
0.20512833	-17.42951945
0.21245434	-18.08208941
0.21978035	-16.08159488
0.22710637	-13.96007991
0.23443238	-13.82536584
0.24175839	-15.18890636
0.24908440	-11.94601850
0.25641041	-12.30396016
0.26373643	-12.38172553
0.27106244	-9.63621621
0.27838845	-10.00251938
0.28571446	-10.69192991
0.29304047	-9.20369206
0.30036648	-8.32486085
0.30769250	-9.13944913
0.31501851	-9.01953991
0.32234452	-7.51961019
0.32967053	-7.03541843
0.33699654	-8.47933841
0.34432256	-7.46040466
0.35164857	-6.08507525
0.35897458	-6.70269672
0.36630059	-6.35511440
0.37362660	-5.52757084
0.38095261	-5.43353489
0.38827863	-4.94985602
0.39560464	-5.00020014
0.40293065	-4.76072193
0.41025666	-4.56716920
0.41758267	-4.40943623
0.42490869	-4.35804187
0.43223470	-4.04874833
0.43956071	-3.98656548
0.44688672	-3.98227232
0.45421273	-3.19811362
0.46153874	-3.46000136
0.46886476	-3.37005692
0.47619077	-2.78826902
0.48351678	-3.04928633
0.49084279	-2.55856315
0.49816880	-2.50591826
0.50549482	-2.62696883
0.51282083	-1.82479602
0.52014684	-2.06891594
0.52747285	-2.26194505
0.53479886	-1.35364877
0.54212487	-2.36350900
0.54945089	-2.24282152
0.55677690	-6.45015791
0.56410291	-2.95490435
0.57142892	-1.33377513
0.57875493	-1.25579201
0.58608095	-1.32394373
0.59340696	-0.49026337
0.60073297	-0.98518836
0.60805898	-0.61436981
0.61538499	-0.17096541
0.62271100	-0.85102524
0.63003702	-0.08033164
0.63736303	-0.26854565
0.64468904	-0.45849682
0.65201505	0.00000000
0.65934106	-0.43221627
0.66666708	-0.13929687
0.67399309	-0.22258165
0.68131910	-0.54733119
0.68864511	-0.06807589
0.69597112	-0.39613331
0.70329713	-0.35980776
0.71062315	-0.23495647
0.71794916	-0.48645082
0.72527517	-0.27327982
0.73260118	-0.51833222
0.73992719	-0.61304975
0.74725321	-1.47875965
0.75457922	-3.69461866
0.76190523	-0.82121716
0.76923124	-0.97990010
0.77655725	-0.60690424
0.78388326	-0.89629490
0.79120928	-0.69179443
0.79853529	-0.79911028
0.80586130	-0.86667946
0.81318731	-0.69189338
0.82051332	-0.70682728
0.82783934	-0.60712085
0.83516535	-0.51801735
0.84249136	-0.60214537
0.84981737	-0.56888879
0.85714338	-0.49342138
0.86446939	-0.70905030
0.87179541	-0.43744025
0.87912142	-0.56413726
0.88644743	-0.63795384
0.89377344	-0.49868115
0.90109945	-0.75145513
0.90842547	-0.67705606
0.91575148	-0.77357820
0.92307749	-0.77883280
0.93040350	-0.64717408
0.93772951	-0.74508191
0.94505552	-0.88048555
0.95238154	-0.68700577
0.95970755	-0.97690082
0.96703356	-0.90851930
0.97435957	-1.02956465
0.98168558	-1.38148700
0.98901160	-3.10035755
0.99633761	-1.52624093
1.00366362	-1.06533423
1.01098963	-0.90201690
1.01831564	-1.20554086
1.02564165	-0.83343653
1.03296767	-1.19306532
1.04029368	-1.15000513
1.04761969	-1.24087427
1.05494570	-1.28593510
1.06227171	-1.45892699
1.06959773	-1.52292688
1.07692374	-1.94970821
1.08424975	-2.34245605
1.09157576	-4.96662491
1.09890177	-27.32453002
1.10622778	-5.27283816
1.11355380	-7.30918221
1.12087981	-3.63458081
1.12820582	-2.57929866
1.13553183	-2.43043344
1.14285784	-2.62244283
1.15018386	-4.34850456
1.15750987	-8.07813392
1.16483588	-27.73489402
1.17216189	-5.13867009
1.17948790	-3.06157045
1.18681391	-2.59694403
1.19413993	-2.87654846
1.20146594	-3.31758315
1.20879195	-8.53837394
1.21611796	-4.01130446
1.22344397	-4.07017356
1.23076999	-7.56561303
1.23809600	-3.55112425
1.24542201	-3.21081348
