# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.20000000 ps, Average over 10 waveforms. Timestamp: 2024-12-22T20:41:33
# Window type: Blackman, parameters: total slope amount = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
0.00000000	-18.55526248
0.00732601	-17.69944094
0.01465202	-19.42015583
0.02197804	-19.11014643
0.02930405	-19.78000772
0.03663006	-19.40482728
0.04395607	-19.39307350
0.05128208	-19.08524702
0.05860809	-19.00397572
0.06593411	-19.01776774
0.07326012	-17.86612817
0.08058613	-20.54775447
0.08791214	-17.38398995
0.09523815	-17.51406237
0.10256417	-21.61154261
0.10989018	-18.19730162
0.11721619	-17.81520590
0.12454220	-20.80528166
0.13186821	-19.98654374
0.13919422	-18.34226277
0.14652024	-21.89363467
0.15384625	-20.22015884
0.16117226	-17.97363863
0.16849827	-17.28250873
0.17582428	-20.67873392
0.18315030	-18.98914668
0.19047631	-18.24457313
0.19780232	-17.02048629
0.20512833	-17.19530441
0.21245434	-17.74001562
0.21978035	-15.77006943
0.22710637	-13.70337549
0.23443238	-13.64542513
0.24175839	-14.86311793
0.24908440	-11.78549215
0.25641041	-12.03938312
0.26373643	-12.16153186
0.27106244	-9.48779301
0.27838845	-9.81768936
0.28571446	-10.50729069
0.29304047	-9.03061460
0.30036648	-8.17548692
0.30769250	-8.97074882
0.31501851	-8.89068919
0.32234452	-7.32087540
0.32967053	-6.88787750
0.33699654	-8.34877620
0.34432256	-7.30726001
0.35164857	-5.94932768
0.35897458	-6.61094310
0.36630059	-6.19319258
0.37362660	-5.42235181
0.38095261	-5.32160920
0.38827863	-4.85299714
0.39560464	-4.88666220
0.40293065	-4.65615061
0.41025666	-4.44666760
0.41758267	-4.31560927
0.42490869	-4.27128183
0.43223470	-3.96748212
0.43956071	-3.92057993
0.44688672	-3.90609898
0.45421273	-3.11390801
0.46153874	-3.39464073
0.46886476	-3.27580848
0.47619077	-2.72640991
0.48351678	-2.95279658
0.49084279	-2.49680678
0.49816880	-2.44250427
0.50549482	-2.55079247
0.51282083	-1.74834787
0.52014684	-1.98455987
0.52747285	-2.18944932
0.53479886	-1.30313354
0.54212487	-2.29518106
0.54945089	-2.17255550
0.55677690	-6.28482863
0.56410291	-2.87023277
0.57142892	-1.28888601
0.57875493	-1.20922543
0.58608095	-1.28672500
0.59340696	-0.44497477
0.60073297	-0.92833573
0.60805898	-0.58998500
0.61538499	-0.13079899
0.62271100	-0.83095306
0.63003702	-0.06258305
0.63736303	-0.24835952
0.64468904	-0.45742387
0.65201505	0.00000000
0.65934106	-0.46546639
0.66666708	-0.16196696
0.67399309	-0.25874802
0.68131910	-0.59687618
0.68864511	-0.12360728
0.69597112	-0.47205863
0.70329713	-0.43304772
0.71062315	-0.31722256
0.71794916	-0.56179330
0.72527517	-0.34954374
0.73260118	-0.59450660
0.73992719	-0.68323975
0.74725321	-1.52119608
0.75457922	-3.69717380
0.76190523	-0.87266817
0.76923124	-1.01929465
0.77655725	-0.64583883
0.78388326	-0.92725326
0.79120928	-0.71932579
0.79853529	-0.82222994
0.80586130	-0.87498177
0.81318731	-0.70240846
0.82051332	-0.70399423
0.82783934	-0.61706736
0.83516535	-0.51147461
0.84249136	-0.60081094
0.84981737	-0.55175449
0.85714338	-0.48281751
0.86446939	-0.69456300
0.87179541	-0.41325020
0.87912142	-0.54185066
0.88644743	-0.61019919
0.89377344	-0.47038350
0.90109945	-0.71696597
0.90842547	-0.63180002
0.91575148	-0.72253699
0.92307749	-0.73139469
0.93040350	-0.59732430
0.93772951	-0.69586488
0.94505552	-0.83136467
0.95238154	-0.62912337
0.95970755	-0.92725206
0.96703356	-0.85578968
0.97435957	-0.97364677
0.98168558	-1.31596645
0.98901160	-2.99394388
0.99633761	-1.47099951
1.00366362	-1.02171796
1.01098963	-0.85896211
1.01831564	-1.15974531
1.02564165	-0.79175655
1.03296767	-1.15163080
1.04029368	-1.10452040
1.04761969	-1.19795350
1.05494570	-1.23667716
1.06227171	-1.40433973
1.06959773	-1.48914951
1.07692374	-1.89749778
1.08424975	-2.27886615
1.09157576	-4.80836505
1.09890177	-26.73141511
1.10622778	-5.18302429
1.11355380	-7.20633059
1.12087981	-3.59028803
1.12820582	-2.55636638
1.13553183	-2.42929884
1.14285784	-2.61616196
1.15018386	-4.29150852
1.15750987	-7.94891046
1.16483588	-27.44621853
1.17216189	-5.10418358
1.17948790	-3.09048063
1.18681391	-2.59577124
1.19413993	-2.88910557
1.20146594	-3.31501005
1.20879195	-8.48230965
1.21611796	-4.01302697
1.22344397	-4.04889044
1.23076999	-7.52615046
1.23809600	-3.57887449
1.24542201	-3.24818796
1.25274802	-2.96825864
1.26007403	-3.08895558
1.26740004	-3.03426172
1.27472606	-3.07566507
1.28205207	-3.30188107
1.28937808	-3.17501182
1.29670409	-3.39365725
1.30403010	-3.54997664
1.31135612	-3.57192855
1.31868213	-4.13546507
1.32600814	-4.41695174
1.33333415	-4.01078564
1.34066016	-4.38065200
1.34798617	-4.10082278
1.35531219	-4.63422344
1.36263820	-4.41851510
1.36996421	-4.62242545
1.37729022	-4.66798456
1.38461623	-4.79120647
1.39194225	-5.16875143
1.39926826	-5.51152077
1.40659427	-8.73508945
1.41392028	-19.53962246
1.42124629	-7.02310771
1.42857230	-6.27073715
1.43589832	-5.89888866
1.44322433	-6.29398167
1.45055034	-6.17887534
1.45787635	-6.27304209
1.46520236	-6.41303345
1.47252838	-6.41277915
1.47985439	-6.61096148
1.48718040	-6.54800001
1.49450641	-6.69519204
1.50183242	-6.61648293
1.50915843	-6.91234145
1.51648445	-6.94462385
1.52381046	-7.36343437
1.53113647	-7.41761423
1.53846248	-7.66656400
1.54578849	-8.08726458
1.55311451	-7.95362016
1.56044052	-8.37560909
1.56776653	-8.21642618
1.57509254	-8.56836639
1.58241855	-8.57410723
1.58974456	-8.82040758
1.59707058	-10.02798600
1.60439659	-16.57527505
1.61172260	-10.35266161
1.61904861	-9.89861813
1.62637462	-9.67479239
1.63370064	-10.33651977
1.64102665	-10.63404524
1.64835266	-11.60548917
