# Menlo Systems GmbH ScanControl
# Program Version 1.10.0
# Start: -166.20000000 ps, Average over 10 waveforms. Timestamp: 2024-12-22T20:17:12
# Window type: Blackman, parameters: total slope amount = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
0.00000000	-18.10958541
0.00732601	-17.54923454
0.01465202	-19.37928169
0.02197804	-19.00786702
0.02930405	-19.60421651
0.03663006	-19.48551999
0.04395607	-19.42176721
0.05128208	-18.99445319
0.05860809	-18.99168885
0.06593411	-19.00703823
0.07326012	-17.86324059
0.08058613	-20.49066506
0.08791214	-17.36318518
0.09523815	-17.51667827
0.10256417	-21.60100274
0.10989018	-18.09369400
0.11721619	-17.86629674
0.12454220	-20.91489920
0.13186821	-19.95604281
0.13919422	-18.47627172
0.14652024	-22.07921473
0.15384625	-20.20113285
0.16117226	-18.02456699
0.16849827	-17.51815069
0.17582428	-21.00803017
0.18315030	-19.15916573
0.19047631	-18.51401648
0.19780232	-17.31405964
0.20512833	-17.31108379
0.21245434	-17.98915940
0.21978035	-15.95694646
0.22710637	-13.85158267
0.23443238	-13.74845095
0.24175839	-15.10385763
0.24908440	-11.85493848
0.25641041	-12.18019974
0.26373643	-12.30348936
0.27106244	-9.58421577
0.27838845	-9.94504387
0.28571446	-10.59485829
0.29304047	-9.11410974
0.30036648	-8.26852771
0.30769250	-9.08053409
0.31501851	-8.96450673
0.32234452	-7.43746035
0.32967053	-6.98182230
0.33699654	-8.41636947
0.34432256	-7.40149839
0.35164857	-6.03698923
0.35897458	-6.66711132
0.36630059	-6.29993043
0.37362660	-5.49855064
0.38095261	-5.39068363
0.38827863	-4.92359968
0.39560464	-4.96706474
0.40293065	-4.73347588
0.41025666	-4.53518393
0.41758267	-4.37891470
0.42490869	-4.32790729
0.43223470	-4.02430067
0.43956071	-3.97130182
0.44688672	-3.95027243
0.45421273	-3.16361140
0.46153874	-3.43998700
0.46886476	-3.34143410
0.47619077	-2.77977469
0.48351678	-3.02474481
0.49084279	-2.54506167
0.49816880	-2.48602695
0.50549482	-2.61022748
0.51282083	-1.81142067
0.52014684	-2.05449832
0.52747285	-2.25186364
0.53479886	-1.35480127
0.54212487	-2.36182531
0.54945089	-2.23480874
0.55677690	-6.41515499
0.56410291	-2.93014947
0.57142892	-1.32106362
0.57875493	-1.25467368
0.58608095	-1.32227553
0.59340696	-0.47885575
0.60073297	-0.96716038
0.60805898	-0.61163293
0.61538499	-0.16556981
0.62271100	-0.84760752
0.63003702	-0.08318255
0.63736303	-0.26906466
0.64468904	-0.46123697
0.65201505	0.00000000
0.65934106	-0.44814003
0.66666708	-0.14684163
0.67399309	-0.23949966
0.68131910	-0.56366760
0.68864511	-0.08905054
0.69597112	-0.41679339
0.70329713	-0.38965281
0.71062315	-0.27095127
0.71794916	-0.51942782
0.72527517	-0.30163483
0.73260118	-0.55728218
0.73992719	-0.65066546
0.74725321	-1.50754706
0.75457922	-3.71398954
