Feature,Importance
phase_slope_low,14.532656554897446
spec_mean_low,10.997548107867308
spec_centroid,4.011091569564757
amp_ratio_neg,3.429596701463373
delta_rms,2.337632245129478
phase_slope_mid,2.3031922077277835
snr_db,1.7375958339113367
spec_std_mid,1.4074025026019044
amp_ratio_pos,0.7184476575319698
fall_time,0.6778468119400927
env_fwhm,0.5979838150874529
rise_time,0.5276996551096658
spec_std_high,0.31149143374825117
dt_pos,0.0
env_asymmetry,0.0
